Código município IBGE,Ano,Percentual de gestantes com sete ou mais consultas de pré-natal / ano
110000,2000,17.64
110000,2001,23.33
110000,2002,35.71
110000,2003,0
110000,2004,0
110000,2005,0
110000,2006,0
110000,2007,50.00
110000,2008,100.00
110000,2009,33.33
110001,2000,13.29
110001,2001,22.88
110001,2002,29.69
110001,2003,35.64
110001,2004,37.93
110001,2005,41.77
110001,2006,57.14
110001,2007,41.84
110001,2008,31.52
110001,2009,51.41
110001,2010,51.54
110001,2011,45.97
110001,2012,61.39
110001,2013,64.39
110001,2014,62.75
110002,2000,18.19
110002,2001,22.31
110002,2002,22.33
110002,2003,29.55
110002,2004,35.76
110002,2005,36.14
110002,2006,37.56
110002,2007,40.10
110002,2008,50.08
110002,2009,51.70
110002,2010,54.68
110002,2011,54.33
110002,2012,61.09
110002,2013,55.80
110002,2014,55.49
110003,2000,24.80
110003,2001,25.74
110003,2002,27.92
110003,2003,56.38
110003,2004,73.19
110003,2005,30.83
110003,2006,13.33
110003,2007,34.02
110003,2008,24.19
110003,2009,40.00
110003,2010,45.83
110003,2011,50.00
110003,2012,51.56
110003,2013,52.70
110003,2014,58.66
110004,2000,27.46
110004,2001,24.03
110004,2002,24.81
110004,2003,26.18
110004,2004,25.31
110004,2005,33.78
110004,2006,44.16
110004,2007,46.61
110004,2008,48.74
110004,2009,56.60
110004,2010,58.99
110004,2011,64.11
110004,2012,68.44
110004,2013,68.77
110004,2014,65.34
110005,2000,41.38
110005,2001,18.26
110005,2002,26.86
110005,2003,43.49
110005,2004,32.19
110005,2005,28.05
110005,2006,17.76
110005,2007,18.10
110005,2008,28.62
110005,2009,43.77
110005,2010,71.25
110005,2011,60.61
110005,2012,60.00
110005,2013,58.30
110005,2014,61.84
110006,2000,59.70
110006,2001,52.09
110006,2002,47.74
110006,2003,46.76
110006,2004,61.17
110006,2005,41.72
110006,2006,15.94
110006,2007,25.72
110006,2008,41.06
110006,2009,53.47
110006,2010,70.61
110006,2011,65.40
110006,2012,67.28
110006,2013,73.82
110006,2014,76.92
110007,2000,45.60
110007,2001,18.47
110007,2002,27.50
110007,2003,42.74
110007,2004,39.84
110007,2005,25.89
110007,2006,10.00
110007,2007,12.50
110007,2008,15.51
110007,2009,46.72
110007,2010,73.28
110007,2011,55.10
110007,2012,44.82
110007,2013,37.93
110007,2014,46.40
110008,2000,14.81
110008,2001,25.92
110008,2002,25.97
110008,2003,31.14
110008,2004,32.50
110008,2005,34.69
110008,2006,44.04
110008,2007,54.60
110008,2008,52.22
110008,2009,54.36
110008,2010,58.17
110008,2011,53.69
110008,2012,61.53
110008,2013,64.52
110008,2014,64.04
110009,2000,15.12
110009,2001,22.01
110009,2002,23.99
110009,2003,24.56
110009,2004,38.81
110009,2005,42.28
110009,2006,36.59
110009,2007,49.57
110009,2008,44.73
110009,2009,46.50
110009,2010,50.30
110009,2011,59.87
110009,2012,60.29
110009,2013,56.58
110009,2014,61.41
110010,2000,18.16
110010,2001,19.40
110010,2002,25.68
110010,2003,16.11
110010,2004,18.05
110010,2005,2.35
110010,2006,21.60
110010,2007,24.25
110010,2008,1.66
110010,2009,1.45
110010,2010,1.24
110010,2011,1.46
110010,2012,14.46
110010,2013,38.68
110010,2014,38.15
110011,2000,23.88
110011,2001,28.30
110011,2002,26.45
110011,2003,30.64
110011,2004,23.16
110011,2005,19.72
110011,2006,24.83
110011,2007,35.45
110011,2008,39.61
110011,2009,38.27
110011,2010,36.14
110011,2011,40.37
110011,2012,59.77
110011,2013,59.29
110011,2014,63.55
110012,2000,55.57
110012,2001,37.73
110012,2002,31.87
110012,2003,29.19
110012,2004,28.85
110012,2005,30.79
110012,2006,27.46
110012,2007,36.79
110012,2008,35.35
110012,2009,29.90
110012,2010,41.43
110012,2011,50.43
110012,2012,52.19
110012,2013,54.64
110012,2014,56.23
110013,2000,22.36
110013,2001,15.05
110013,2002,8.96
110013,2003,13.53
110013,2004,16.34
110013,2005,18.09
110013,2006,20.40
110013,2007,22.85
110013,2008,31.71
110013,2009,46.50
110013,2010,40.71
110013,2011,50.96
110013,2012,61.43
110013,2013,63.22
110013,2014,63.31
110014,2000,31.26
110014,2001,32.31
110014,2002,21.74
110014,2003,16.66
110014,2004,12.94
110014,2005,28.42
110014,2006,35.88
110014,2007,41.32
110014,2008,47.93
110014,2009,28.01
110014,2010,27.69
110014,2011,52.21
110014,2012,52.76
110014,2013,56.83
110014,2014,64.17
110015,2000,33.02
110015,2001,27.93
110015,2002,31.85
110015,2003,29.11
110015,2004,33.05
110015,2005,28.62
110015,2006,21.58
110015,2007,30.48
110015,2008,50.08
110015,2009,53.24
110015,2010,63.96
110015,2011,68.30
110015,2012,63.67
110015,2013,66.97
110015,2014,68.10
110018,2000,40.22
110018,2001,33.37
110018,2002,46.92
110018,2003,53.93
110018,2004,58.10
110018,2005,54.32
110018,2006,47.69
110018,2007,63.97
110018,2008,69.10
110018,2009,56.52
110018,2010,58.44
110018,2011,61.82
110018,2012,69.80
110018,2013,70.74
110018,2014,68.84
110020,2000,35.69
110020,2001,31.04
110020,2002,31.19
110020,2003,37.18
110020,2004,33.92
110020,2005,32.81
110020,2006,33.76
110020,2007,31.42
110020,2008,38.20
110020,2009,40.81
110020,2010,45.85
110020,2011,43.10
110020,2012,47.43
110020,2013,45.62
110020,2014,34.62
110025,2000,13.67
110025,2001,14.54
110025,2002,20.29
110025,2003,20.61
110025,2004,24.81
110025,2005,34.01
110025,2006,27.07
110025,2007,32.90
110025,2008,34.57
110025,2009,45.07
110025,2010,48.08
110025,2011,59.47
110025,2012,58.43
110025,2013,64.72
110025,2014,67.47
110026,2000,22.22
110026,2001,30.23
110026,2002,32.50
110026,2003,25.58
110026,2004,35.13
110026,2005,36.00
110026,2006,46.51
110026,2007,46.87
110026,2008,38.00
110026,2009,59.57
110026,2010,56.41
110026,2011,45.00
110026,2012,53.65
110026,2013,57.89
110026,2014,61.11
110028,2000,27.84
110028,2001,33.33
110028,2002,25.86
110028,2003,19.76
110028,2004,14.00
110028,2005,20.91
110028,2006,18.22
110028,2007,19.35
110028,2008,25.60
110028,2009,30.17
110028,2010,29.00
110028,2011,56.11
110028,2012,62.67
110028,2013,65.41
110028,2014,60.82
110029,2000,45.29
110029,2001,22.66
110029,2002,20.10
110029,2003,14.01
110029,2004,25.94
110029,2005,48.57
110029,2006,51.81
110029,2007,50.00
110029,2008,39.13
110029,2009,37.39
110029,2010,44.09
110029,2011,51.88
110029,2012,77.11
110029,2013,69.38
110029,2014,68.93
110030,2000,79.98
110030,2001,84.89
110030,2002,61.86
110030,2003,93.66
110030,2004,96.51
110030,2005,45.98
110030,2006,15.68
110030,2007,14.38
110030,2008,34.41
110030,2009,91.59
110030,2010,92.25
110030,2011,79.31
110030,2012,71.31
110030,2013,64.69
110030,2014,65.86
110032,2000,18.75
110032,2001,22.85
110032,2002,20.31
110032,2003,17.94
110032,2004,15.57
110032,2005,38.63
110032,2006,45.82
110032,2007,51.71
110032,2008,55.31
110032,2009,46.05
110032,2010,46.82
110032,2011,69.81
110032,2012,67.09
110032,2013,68.45
110032,2014,69.42
110033,2000,28.78
110033,2001,15.67
110033,2002,15.21
110033,2003,16.30
110033,2004,12.02
110033,2005,13.17
110033,2006,15.01
110033,2007,19.71
110033,2008,10.10
110033,2009,20.10
110033,2010,31.65
110033,2011,26.85
110033,2012,31.33
110033,2013,33.65
110033,2014,40.70
110034,2000,15.88
110034,2001,4.76
110034,2002,4.46
110034,2003,9.56
110034,2004,14.11
110034,2005,10.55
110034,2006,16.78
110034,2007,15.06
110034,2008,26.82
110034,2009,26.63
110034,2010,28.42
110034,2011,52.50
110034,2012,46.03
110034,2013,45.00
110034,2014,53.26
110037,2000,31.16
110037,2001,22.34
110037,2002,18.97
110037,2003,24.11
110037,2004,20.89
110037,2005,40.43
110037,2006,47.95
110037,2007,28.81
110037,2008,28.75
110037,2009,38.11
110037,2010,25.98
110037,2011,58.79
110037,2012,77.24
110037,2013,74.84
110037,2014,59.88
110040,2000,13.86
110040,2001,17.44
110040,2002,19.20
110040,2003,25.91
110040,2004,33.91
110040,2005,34.44
110040,2006,35.65
110040,2007,45.96
110040,2008,47.94
110040,2009,46.20
110040,2010,55.31
110040,2011,49.25
110040,2012,56.70
110040,2013,64.92
110040,2014,61.41
110045,2000,22.78
110045,2001,30.54
110045,2002,25.46
110045,2003,40.27
110045,2004,52.18
110045,2005,37.37
110045,2006,52.44
110045,2007,59.73
110045,2008,62.76
110045,2009,63.34
110045,2010,72.56
110045,2011,77.48
110045,2012,68.28
110045,2013,70.90
110045,2014,65.00
110050,2000,26.52
110050,2001,22.91
110050,2002,18.53
110050,2003,16.31
110050,2004,10.73
110050,2005,17.14
110050,2006,22.58
110050,2007,25.71
110050,2008,26.71
110050,2009,35.65
110050,2010,24.16
110050,2011,60.00
110050,2012,68.80
110050,2013,78.68
110050,2014,72.04
110060,2000,22.54
110060,2001,27.14
110060,2002,18.84
110060,2003,28.04
110060,2004,31.57
110060,2005,35.64
110060,2006,43.52
110060,2007,43.20
110060,2008,53.76
110060,2009,51.80
110060,2010,61.42
110060,2011,60.29
110060,2012,72.13
110060,2013,57.14
110060,2014,68.96
110070,2000,23.49
110070,2001,20.66
110070,2002,30.21
110070,2003,22.15
110070,2004,19.86
110070,2005,30.55
110070,2006,25.69
110070,2007,37.69
110070,2008,38.59
110070,2009,54.87
110070,2010,60.10
110070,2011,73.88
110070,2012,65.24
110070,2013,70.49
110070,2014,65.74
110080,2000,34.00
110080,2001,26.25
110080,2002,24.79
110080,2003,23.28
110080,2004,17.37
110080,2005,31.95
110080,2006,38.96
110080,2007,31.08
110080,2008,38.59
110080,2009,37.20
110080,2010,42.73
110080,2011,48.21
110080,2012,47.20
110080,2013,53.08
110080,2014,43.58
110090,2000,28.04
110090,2001,26.31
110090,2002,15.38
110090,2003,16.25
110090,2004,17.46
110090,2005,18.03
110090,2006,20.33
110090,2007,14.28
110090,2008,23.80
110090,2009,29.41
110090,2010,30.18
110090,2011,37.25
110090,2012,58.49
110090,2013,30.55
110090,2014,71.73
110092,2000,55.55
110092,2001,57.50
110092,2002,31.81
110092,2003,76.66
110092,2004,79.83
110092,2005,38.33
110092,2006,13.88
110092,2007,24.50
110092,2008,24.42
110092,2009,73.58
110092,2010,90.24
110092,2011,58.82
110092,2012,43.22
110092,2013,50.00
110092,2014,56.96
110094,2000,5.55
110094,2001,26.31
110094,2002,18.03
110094,2003,22.47
110094,2004,28.33
110094,2005,29.89
110094,2006,38.60
110094,2007,44.59
110094,2008,37.55
110094,2009,47.78
110094,2010,41.86
110094,2011,51.55
110094,2012,47.82
110094,2013,45.81
110094,2014,48.33
110100,2000,13.48
110100,2001,26.29
110100,2002,22.31
110100,2003,26.17
110100,2004,20.00
110100,2005,12.68
110100,2006,22.85
110100,2007,31.76
110100,2008,41.93
110100,2009,27.21
110100,2010,29.09
110100,2011,24.55
110100,2012,59.39
110100,2013,62.93
110100,2014,66.93
110110,2000,13.79
110110,2001,20.58
110110,2002,14.28
110110,2003,20.21
110110,2004,29.92
110110,2005,26.57
110110,2006,24.21
110110,2007,49.45
110110,2008,39.84
110110,2009,49.57
110110,2010,57.89
110110,2011,51.09
110110,2012,61.40
110110,2013,60.16
110110,2014,68.04
110120,2000,13.90
110120,2001,18.77
110120,2002,27.21
110120,2003,20.77
110120,2004,23.60
110120,2005,24.18
110120,2006,36.00
110120,2007,57.79
110120,2008,57.97
110120,2009,69.34
110120,2010,64.28
110120,2011,75.00
110120,2012,78.00
110120,2013,73.07
110120,2014,85.98
110130,2000,15.95
110130,2001,33.90
110130,2002,33.99
110130,2003,37.34
110130,2004,43.20
110130,2005,38.56
110130,2006,37.68
110130,2007,23.80
110130,2008,60.47
110130,2009,65.96
110130,2010,73.82
110130,2011,61.70
110130,2012,62.83
110130,2013,64.75
110130,2014,67.88
110140,2000,17.25
110140,2001,22.72
110140,2002,19.77
110140,2003,28.33
110140,2004,32.67
110140,2005,34.48
110140,2006,28.73
110140,2007,32.43
110140,2008,45.97
110140,2009,48.31
110140,2010,57.20
110140,2011,58.44
110140,2012,68.23
110140,2013,64.12
110140,2014,68.62
110143,2000,20.00
110143,2001,23.86
110143,2002,19.72
110143,2003,21.60
110143,2004,27.90
110143,2005,37.00
110143,2006,26.92
110143,2007,25.58
110143,2008,49.57
110143,2009,43.87
110143,2010,71.15
110143,2011,80.00
110143,2012,84.84
110143,2013,75.60
110143,2014,74.54
110145,2000,24.61
110145,2001,16.88
110145,2002,26.59
110145,2003,27.69
110145,2004,34.17
110145,2005,32.14
110145,2006,29.57
110145,2007,34.54
110145,2008,42.85
110145,2009,40.00
110145,2010,39.43
110145,2011,54.41
110145,2012,60.31
110145,2013,60.00
110145,2014,67.34
110146,2000,35.55
110146,2001,13.95
110146,2002,22.22
110146,2003,44.44
110146,2004,23.07
110146,2005,26.53
110146,2006,8.62
110146,2007,8.33
110146,2008,18.18
110146,2009,33.33
110146,2010,62.22
110146,2011,45.94
110146,2012,45.09
110146,2013,52.38
110146,2014,56.75
110147,2000,36.47
110147,2001,39.75
110147,2002,44.15
110147,2003,50.00
110147,2004,54.54
110147,2005,49.23
110147,2006,64.28
110147,2007,57.44
110147,2008,62.79
110147,2009,54.00
110147,2010,50.00
110147,2011,45.65
110147,2012,53.48
110147,2013,66.66
110147,2014,70.21
110148,2000,26.36
110148,2001,22.58
110148,2002,40.86
110148,2003,50.00
110148,2004,58.33
110148,2005,52.87
110148,2006,45.45
110148,2007,58.06
110148,2008,56.97
110148,2009,62.19
110148,2010,62.66
110148,2011,76.38
110148,2012,79.68
110148,2013,77.04
110148,2014,64.40
110149,2000,20.47
110149,2001,30.18
110149,2002,37.70
110149,2003,59.20
110149,2004,79.20
110149,2005,41.54
110149,2006,48.05
110149,2007,48.38
110149,2008,59.34
110149,2009,53.24
110149,2010,58.43
110149,2011,70.34
110149,2012,73.57
110149,2013,67.66
110149,2014,67.20
110150,2000,17.61
110150,2001,21.81
110150,2002,20.78
110150,2003,24.45
110150,2004,20.14
110150,2005,45.07
110150,2006,54.83
110150,2007,68.57
110150,2008,70.45
110150,2009,53.93
110150,2010,62.37
110150,2011,57.30
110150,2012,63.15
110150,2013,63.04
110150,2014,75.88
110155,2000,35.00
110155,2001,26.00
110155,2002,35.00
110155,2003,26.08
110155,2004,37.03
110155,2005,29.31
110155,2006,23.07
110155,2007,18.18
110155,2008,49.20
110155,2009,38.46
110155,2010,56.86
110155,2011,75.71
110155,2012,73.68
110155,2013,78.75
110155,2014,76.81
110160,2000,12.98
110160,2001,19.55
110160,2002,23.07
110160,2003,16.84
110160,2004,19.76
110160,2005,18.66
110160,2006,22.97
110160,2007,31.42
110160,2008,32.20
110160,2009,28.84
110160,2010,29.62
110160,2011,29.49
110160,2012,59.39
110160,2013,63.20
110160,2014,68.00
110170,2000,16.95
110170,2001,10.15
110170,2002,16.15
110170,2003,11.40
110170,2004,25.18
110170,2005,16.00
110170,2006,13.97
110170,2007,24.52
110170,2008,47.89
110170,2009,38.41
110170,2010,44.14
110170,2011,63.15
110170,2012,67.12
110170,2013,58.00
110170,2014,69.67
110175,2000,18.36
110175,2001,19.26
110175,2002,34.51
110175,2003,18.48
110175,2004,25.54
110175,2005,18.36
110175,2006,25.35
110175,2007,18.86
110175,2008,32.14
110175,2009,33.00
110175,2010,37.50
110175,2011,32.18
110175,2012,38.37
110175,2013,61.79
110175,2014,68.75
110180,2000,18.83
110180,2001,26.26
110180,2002,33.54
110180,2003,29.94
110180,2004,29.23
110180,2005,27.52
110180,2006,25.86
110180,2007,35.84
110180,2008,41.41
110180,2009,42.26
110180,2010,63.91
110180,2011,66.23
110180,2012,75.90
110180,2013,71.02
110180,2014,68.88
120000,2000,0
120000,2001,50.00
120000,2002,100.00
120000,2003,50.00
120000,2004,100.00
120000,2005,0
120000,2006,50.00
120000,2007,0
120000,2008,0
120000,2009,0
120001,2000,17.30
120001,2001,23.25
120001,2002,31.89
120001,2003,28.49
120001,2004,43.23
120001,2005,44.44
120001,2006,36.60
120001,2007,45.83
120001,2008,46.52
120001,2009,50.18
120001,2010,45.72
120001,2011,38.75
120001,2012,38.73
120001,2013,43.79
120001,2014,57.46
120005,2000,1.80
120005,2001,7.07
120005,2002,9.30
120005,2003,11.92
120005,2004,4.36
120005,2005,8.91
120005,2006,5.83
120005,2007,6.84
120005,2008,10.03
120005,2009,13.09
120005,2010,17.06
120005,2011,21.53
120005,2012,23.28
120005,2013,25.35
120005,2014,31.60
120010,2000,5.19
120010,2001,6.50
120010,2002,14.05
120010,2003,15.38
120010,2004,17.06
120010,2005,22.58
120010,2006,21.39
120010,2007,28.19
120010,2008,25.99
120010,2009,25.47
120010,2010,28.21
120010,2011,38.95
120010,2012,37.22
120010,2013,40.75
120010,2014,34.36
120013,2000,6.66
120013,2001,17.85
120013,2002,25.80
120013,2003,21.27
120013,2004,18.64
120013,2005,16.80
120013,2006,22.12
120013,2007,27.11
120013,2008,19.72
120013,2009,31.25
120013,2010,34.05
120013,2011,41.02
120013,2012,40.40
120013,2013,47.02
120013,2014,43.80
120017,2000,11.32
120017,2001,15.38
120017,2002,22.32
120017,2003,25.19
120017,2004,23.87
120017,2005,20.10
120017,2006,26.31
120017,2007,17.21
120017,2008,23.19
120017,2009,21.82
120017,2010,32.46
120017,2011,28.50
120017,2012,22.88
120017,2013,33.67
120017,2014,40.59
120020,2000,10.39
120020,2001,18.45
120020,2002,7.71
120020,2003,15.45
120020,2004,26.11
120020,2005,58.00
120020,2006,59.88
120020,2007,64.73
120020,2008,29.36
120020,2009,21.78
120020,2010,18.79
120020,2011,28.07
120020,2012,39.63
120020,2013,45.31
120020,2014,49.91
120025,2000,5.20
120025,2001,11.22
120025,2002,18.18
120025,2003,16.72
120025,2004,14.28
120025,2005,16.04
120025,2006,24.13
120025,2007,23.82
120025,2008,29.92
120025,2009,32.07
120025,2010,27.27
120025,2011,32.37
120025,2012,39.36
120025,2013,40.36
120025,2014,34.35
120030,2000,4.67
120030,2001,24.41
120030,2002,24.36
120030,2003,32.64
120030,2004,19.03
120030,2005,7.04
120030,2006,6.90
120030,2007,7.43
120030,2008,15.16
120030,2009,13.73
120030,2010,10.67
120030,2011,9.92
120030,2012,12.61
120030,2013,14.03
120030,2014,13.95
120032,2000,0
120032,2001,9.09
120032,2002,12.50
120032,2003,0
120032,2004,3.84
120032,2005,0.83
120032,2006,2.72
120032,2007,4.80
120032,2008,8.06
120032,2009,2.24
120032,2010,8.49
120032,2011,7.81
120032,2012,8.17
120032,2013,7.01
120032,2014,13.16
120033,2000,15.01
120033,2001,18.54
120033,2002,10.62
120033,2003,11.52
120033,2004,12.96
120033,2005,21.51
120033,2006,21.63
120033,2007,38.11
120033,2008,15.14
120033,2009,17.43
120033,2010,19.07
120033,2011,32.03
120033,2012,28.23
120033,2013,31.32
120033,2014,47.69
120034,2000,1.36
120034,2001,0
120034,2002,3.70
120034,2003,2.14
120034,2004,2.18
120034,2005,3.07
120034,2006,6.79
120034,2007,19.07
120034,2008,20.20
120034,2009,22.40
120034,2010,23.11
120034,2011,22.13
120034,2012,33.20
120034,2013,34.49
120034,2014,27.98
120035,2000,0.65
120035,2001,0
120035,2002,3.55
120035,2003,7.41
120035,2004,11.34
120035,2005,20.91
120035,2006,24.63
120035,2007,20.19
120035,2008,12.22
120035,2009,18.50
120035,2010,15.51
120035,2011,14.18
120035,2012,20.88
120035,2013,19.58
120035,2014,24.76
120038,2000,32.02
120038,2001,33.74
120038,2002,14.40
120038,2003,20.57
120038,2004,22.34
120038,2005,26.13
120038,2006,38.60
120038,2007,36.96
120038,2008,33.83
120038,2009,44.97
120038,2010,50.29
120038,2011,40.51
120038,2012,40.50
120038,2013,41.31
120038,2014,50.62
120039,2000,1.19
120039,2001,4.10
120039,2002,4.40
120039,2003,3.88
120039,2004,4.04
120039,2005,9.02
120039,2006,21.90
120039,2007,24.58
120039,2008,16.01
120039,2009,11.90
120039,2010,15.38
120039,2011,10.54
120039,2012,17.45
120039,2013,18.11
120039,2014,28.57
120040,2000,19.04
120040,2001,26.63
120040,2002,23.63
120040,2003,31.51
120040,2004,32.13
120040,2005,36.44
120040,2006,34.89
120040,2007,36.29
120040,2008,38.46
120040,2009,40.05
120040,2010,43.20
120040,2011,41.59
120040,2012,45.87
120040,2013,48.69
120040,2014,48.24
120042,2000,4.23
120042,2001,2.80
120042,2002,2.20
120042,2003,5.29
120042,2004,6.89
120042,2005,18.42
120042,2006,40.39
120042,2007,31.47
120042,2008,20.26
120042,2009,12.59
120042,2010,16.66
120042,2011,20.21
120042,2012,23.33
120042,2013,32.23
120042,2014,38.67
120043,2000,0
120043,2001,0
120043,2002,0
120043,2003,28.94
120043,2004,9.21
120043,2005,6.25
120043,2006,2.34
120043,2007,8.69
120043,2008,6.28
120043,2009,10.84
120043,2010,11.70
120043,2011,9.48
120043,2012,8.88
120043,2013,5.38
120043,2014,10.49
120045,2000,13.16
120045,2001,20.52
120045,2002,16.78
120045,2003,28.67
120045,2004,27.68
120045,2005,20.72
120045,2006,25.80
120045,2007,29.92
120045,2008,35.45
120045,2009,29.88
120045,2010,39.56
120045,2011,33.33
120045,2012,33.83
120045,2013,35.76
120045,2014,38.49
120050,2000,1.15
120050,2001,1.68
120050,2002,2.16
120050,2003,8.76
120050,2004,9.86
120050,2005,13.58
120050,2006,17.06
120050,2007,18.36
120050,2008,23.32
120050,2009,26.28
120050,2010,28.82
120050,2011,27.61
120050,2012,28.09
120050,2013,28.42
120050,2014,34.95
120060,2000,6.22
120060,2001,9.84
120060,2002,12.91
120060,2003,4.32
120060,2004,6.14
120060,2005,6.77
120060,2006,5.79
120060,2007,5.17
120060,2008,4.21
120060,2009,5.15
120060,2010,10.70
120060,2011,16.92
120060,2012,18.91
120060,2013,16.08
120060,2014,13.25
120070,2000,6.90
120070,2001,15.42
120070,2002,10.32
120070,2003,10.36
120070,2004,13.85
120070,2005,20.59
120070,2006,17.81
120070,2007,24.00
120070,2008,25.25
120070,2009,20.87
120070,2010,21.47
120070,2011,24.69
120070,2012,39.54
120070,2013,42.51
120070,2014,56.86
120080,2000,27.41
120080,2001,17.33
120080,2002,25.21
120080,2003,23.13
120080,2004,27.71
120080,2005,27.89
120080,2006,29.89
120080,2007,33.60
120080,2008,31.47
120080,2009,35.58
120080,2010,39.93
120080,2011,36.51
120080,2012,32.65
120080,2013,46.68
120080,2014,43.86
130000,2000,0
130000,2001,0
130000,2002,0
130000,2003,0
130000,2004,11.11
130000,2005,23.80
130000,2006,25.00
130000,2007,28.57
130000,2008,0
130000,2009,50.00
130002,2000,3.21
130002,2001,0.76
130002,2002,3.33
130002,2003,12.50
130002,2004,12.53
130002,2005,20.29
130002,2006,24.28
130002,2007,13.84
130002,2008,6.62
130002,2009,20.87
130002,2010,24.19
130002,2011,30.00
130002,2012,32.81
130002,2013,36.12
130002,2014,44.77
130006,2000,8.53
130006,2001,13.54
130006,2002,12.59
130006,2003,8.51
130006,2004,14.47
130006,2005,16.12
130006,2006,7.82
130006,2007,4.86
130006,2008,7.74
130006,2009,7.53
130006,2010,13.47
130006,2011,22.31
130006,2012,36.36
130006,2013,42.52
130006,2014,50.75
130008,2000,5.03
130008,2001,6.37
130008,2002,14.20
130008,2003,17.43
130008,2004,18.30
130008,2005,13.75
130008,2006,8.84
130008,2007,7.92
130008,2008,8.88
130008,2009,9.34
130008,2010,24.17
130008,2011,42.21
130008,2012,44.72
130008,2013,41.29
130008,2014,41.23
130010,2000,2.10
130010,2001,14.69
130010,2002,20.00
130010,2003,23.52
130010,2004,23.97
130010,2005,26.66
130010,2006,20.06
130010,2007,21.90
130010,2008,20.42
130010,2009,30.83
130010,2010,41.39
130010,2011,35.36
130010,2012,34.41
130010,2013,44.91
130010,2014,37.60
130014,2000,21.88
130014,2001,28.00
130014,2002,31.39
130014,2003,44.60
130014,2004,29.83
130014,2005,29.00
130014,2006,38.02
130014,2007,54.39
130014,2008,52.05
130014,2009,50.00
130014,2010,65.10
130014,2011,71.28
130014,2012,59.48
130014,2013,53.36
130014,2014,63.67
130020,2000,15.52
130020,2001,8.67
130020,2002,10.67
130020,2003,30.35
130020,2004,33.97
130020,2005,42.97
130020,2006,21.52
130020,2007,21.12
130020,2008,24.78
130020,2009,14.05
130020,2010,15.38
130020,2011,14.20
130020,2012,19.88
130020,2013,24.57
130020,2014,32.10
130030,2000,8.74
130030,2001,10.92
130030,2002,14.06
130030,2003,18.27
130030,2004,17.90
130030,2005,23.43
130030,2006,21.96
130030,2007,19.10
130030,2008,22.90
130030,2009,21.69
130030,2010,29.66
130030,2011,30.54
130030,2012,31.92
130030,2013,30.44
130030,2014,34.55
130040,2000,11.33
130040,2001,10.81
130040,2002,6.47
130040,2003,6.00
130040,2004,7.52
130040,2005,23.88
130040,2006,14.21
130040,2007,16.04
130040,2008,18.76
130040,2009,18.24
130040,2010,16.41
130040,2011,23.15
130040,2012,17.48
130040,2013,21.04
130040,2014,26.01
130050,2000,2.66
130050,2001,10.97
130050,2002,17.02
130050,2003,13.00
130050,2004,17.83
130050,2005,15.47
130050,2006,9.71
130050,2007,19.50
130050,2008,23.24
130050,2009,24.43
130050,2010,30.71
130050,2011,28.18
130050,2012,29.27
130050,2013,28.73
130050,2014,34.85
130060,2000,6.43
130060,2001,7.84
130060,2002,10.04
130060,2003,30.96
130060,2004,3.00
130060,2005,3.39
130060,2006,4.25
130060,2007,7.45
130060,2008,13.49
130060,2009,14.13
130060,2010,10.42
130060,2011,38.16
130060,2012,40.64
130060,2013,41.60
130060,2014,37.22
130063,2000,5.80
130063,2001,1.36
130063,2002,2.12
130063,2003,3.15
130063,2004,4.50
130063,2005,4.69
130063,2006,5.30
130063,2007,5.71
130063,2008,11.14
130063,2009,15.10
130063,2010,19.85
130063,2011,20.25
130063,2012,26.69
130063,2013,26.16
130063,2014,26.29
130068,2000,7.14
130068,2001,5.55
130068,2002,5.18
130068,2003,11.39
130068,2004,11.61
130068,2005,5.97
130068,2006,7.94
130068,2007,14.05
130068,2008,15.16
130068,2009,28.64
130068,2010,20.87
130068,2011,20.49
130068,2012,38.84
130068,2013,45.79
130068,2014,46.76
130070,2000,23.16
130070,2001,26.57
130070,2002,18.25
130070,2003,30.94
130070,2004,33.11
130070,2005,33.99
130070,2006,45.61
130070,2007,31.93
130070,2008,28.00
130070,2009,26.40
130070,2010,17.63
130070,2011,24.70
130070,2012,23.88
130070,2013,49.54
130070,2014,53.27
130080,2000,3.29
130080,2001,1.59
130080,2002,4.21
130080,2003,2.43
130080,2004,6.96
130080,2005,4.05
130080,2006,13.96
130080,2007,20.14
130080,2008,30.38
130080,2009,32.55
130080,2010,30.67
130080,2011,42.47
130080,2012,48.26
130080,2013,49.78
130080,2014,59.66
130083,2000,13.92
130083,2001,5.12
130083,2002,5.82
130083,2003,7.63
130083,2004,22.15
130083,2005,21.89
130083,2006,20.41
130083,2007,24.40
130083,2008,26.54
130083,2009,20.00
130083,2010,20.20
130083,2011,22.69
130083,2012,23.18
130083,2013,37.93
130083,2014,34.48
130090,2000,20.80
130090,2001,25.30
130090,2002,19.18
130090,2003,13.95
130090,2004,12.50
130090,2005,11.50
130090,2006,22.00
130090,2007,17.74
130090,2008,19.09
130090,2009,16.06
130090,2010,42.24
130090,2011,48.31
130090,2012,46.00
130090,2013,58.16
130090,2014,47.18
130100,2000,8.14
130100,2001,6.88
130100,2002,17.42
130100,2003,26.94
130100,2004,14.69
130100,2005,19.36
130100,2006,43.57
130100,2007,29.19
130100,2008,38.52
130100,2009,36.95
130100,2010,52.84
130100,2011,50.88
130100,2012,41.46
130100,2013,40.75
130100,2014,43.98
130110,2000,18.91
130110,2001,17.10
130110,2002,20.79
130110,2003,16.91
130110,2004,18.81
