ano_obito: Descending,CAUSABAS: Descending,Óbitos
2011,W554,1
2011,W699,1
2011,W700,1
2011,W704,1
2011,W738,1
2011,W742,1
2011,W744,1
2011,W751,1
2011,W754,1
2011,W758,1
2011,W760,1
2011,W784,1
2011,W791,1
2011,W794,1
2011,W830,1
2011,W841,1
2011,W860,1
2011,W871,1
2011,W949,1
2011,W999,1
2011,X098,1
2011,X220,1
2011,X222,1
2011,X369,1
2011,X374,1
2011,X409,1
2011,X499,1
2011,X915,1
2011,X930,1
2011,X979,1
2011,X994,1
2011,Y000,1
2011,Y012,1
2011,Y049,1
2011,Y051,1
2011,Y078,1
2011,Y092,1
2011,Y094,1
2011,Y140,1
2011,Y144,1
2011,Y189,1
2011,Y190,1
2011,Y199,1
2011,Y204,1
2011,Y210,1
2011,Y249,1
2011,Y260,1
2011,Y269,1
2011,Y280,1
2011,Y300,1
2011,Y344,1
2011,Y354,1
2011,Y609,1
2011,Y651,1
2011,Y818,1
2011,Y833,1
2011,Y840,1
2011,Y848,1
2012,P369,3224
2012,P220,2742
2012,Q249,1616
2012,P219,887
2012,P000,882
2012,J189,842
2012,P072,837
2012,A419,704
2012,P070,631
2012,P77,625
2012,P011,596
2012,P240,575
2012,R99,573
2012,P021,555
2012,Q000,553
2012,P969,529
2012,A09,514
2012,P073,509
2012,P239,486
2012,P001,467
2012,P209,467
2012,Q899,433
2012,P027,405
2012,P280,404
2012,P285,404
2012,P399,404
2012,Q897,396
2012,P210,375
2012,P229,367
2012,P269,344
2012,Q336,340
2012,P291,295
2012,P015,281
2012,J180,280
2012,Q793,278
2012,R98,275
2012,P249,234
2012,P071,233
2012,P002,229
2012,Q039,223
2012,Q248,212
2012,Q790,209
2012,P010,208
2012,Q909,190
2012,J219,189
2012,Q913,186
2012,R95,184
2012,P968,175
2012,P290,153
2012,W849,145
2012,E46,137
2012,J690,137
2012,P012,131
2012,P832,125
2012,P008,123
2012,Q250,123
2012,P960,121
2012,P038,120
2012,P271,120
2012,Q203,120
2012,Q234,115
2012,Q213,110
2012,P251,109
2012,W780,103
2012,P243,99
2012,W789,94
2012,J159,91
2012,P293,86
2012,Q390,85
2012,P60,84
2012,Q210,84
2012,A379,83
2012,Q049,82
2012,P025,81
2012,P292,80
2012,E43,79
2012,P022,79
2012,P035,78
2012,Q043,77
2012,P201,75
2012,Q917,75
2012,Q792,74
2012,P200,73
2012,P241,71
2012,P298,71
2012,Q999,71
2012,A502,70
2012,G919,69
2012,Q208,66
2012,G809,65
2012,Q019,64
2012,R092,64
2012,Q251,62
2012,P020,61
2012,P368,60
2012,P529,60
2012,Q212,60
2012,P009,59
2012,P361,59
2012,G039,56
2012,Q200,54
2012,Q211,54
2012,A509,53
2012,G009,53
2012,P039,53
2012,W790,52
2012,P059,51
2012,W799,51
2012,E86,50
2012,P031,49
2012,P392,49
2012,J960,48
2012,P159,48
2012,P289,48
2012,Q601,48
2012,Y099,47
2012,I424,46
2012,P003,46
2012,Q031,46
2012,Q442,46
2012,P013,45
2012,P261,45
2012,Q02,45
2012,P299,44
2012,P288,43
2012,W840,43
2012,J969,41
2012,Q613,41
2012,Q894,41
2012,P024,40
2012,Q059,39
2012,Q338,39
2012,Q898,39
2012,D649,38
2012,K219,38
2012,N390,38
2012,P050,38
2012,P284,37
2012,P53,37
2012,Y349,37
2012,J81,36
2012,P38,36
2012,P599,36
2012,Q042,36
2012,Q054,36
2012,W750,36
2012,P524,35
2012,Q419,35
2012,P023,34
2012,Q339,34
2012,Q391,34
2012,Q431,34
2012,J984,33
2012,P559,33
2012,P281,32
2012,E889,31
2012,I270,31
2012,P780,31
2012,P90,31
2012,Q410,31
2012,P371,30
2012,P619,30
2012,P833,30
2012,D65,29
2012,I429,29
2012,K566,29
2012,P005,29
2012,Q224,28
2012,Q602,28
2012,G934,27
2012,P964,27
2012,Q411,27
2012,Q438,27
2012,Q639,27
2012,I420,26
2012,I519,26
2012,Q219,26
2012,Q257,26
2012,Q620,26
2012,V499,26
2012,G931,25
2012,K729,25
2012,P041,25
2012,P550,25
2012,Q209,25
2012,Q423,25
2012,Q780,25
2012,Q870,25
2012,A500,24
2012,B550,24
2012,J459,24
2012,N179,24
2012,P028,24
2012,P044,24
2012,Q220,24
2012,Q606,24
2012,Q878,24
2012,E872,23
2012,K561,23
2012,P228,23
2012,D689,22
2012,J988,22
2012,P363,22
2012,P543,22
2012,J181,21
2012,N19,21
2012,P221,21
2012,P523,21
2012,P549,21
2012,P582,21
2012,P769,21
2012,R688,21
2012,P018,20
2012,P051,20
2012,P579,20
2012,P590,20
2012,P700,20
2012,P788,20
2012,Q771,20
2012,A394,19
2012,G049,19
2012,I509,19
2012,J209,19
2012,P004,19
2012,P029,19
2012,P375,19
2012,P398,19
2012,P614,19
2012,P741,19
2012,Q079,19
2012,Q289,19
2012,Q439,19
2012,A418,18
2012,B99,18
2012,P036,18
2012,P610,18
2012,P612,18
2012,B207,17
2012,J80,17
2012,K529,17
2012,P026,17
2012,P248,17
2012,P701,17
2012,Q204,17
2012,Q433,17
2012,J849,16
2012,J980,16
2012,P279,16
2012,P360,16
2012,Q201,16
2012,Q225,16
2012,Q255,16
2012,Q330,16
2012,A390,15
2012,B49,15
2012,C710,15
2012,G409,15
2012,G936,15
2012,K631,15
2012,P393,15
2012,P740,15
2012,P781,15
2012,Q349,15
2012,Q614,15
2012,R090,15
2012,A049,14
2012,C910,14
2012,C920,14
2012,G001,14
2012,J210,14
2012,K831,14
2012,P278,14
2012,P809,14
2012,Q012,14
2012,Q040,14
2012,Q218,14
2012,Q254,14
2012,Q400,14
2012,Q619,14
2012,Q649,14
2012,R960,14
2012,W060,14
2012,E878,13
2012,G629,13
2012,P019,13
2012,P052,13
2012,P569,13
2012,P749,13
2012,Q048,13
2012,Q221,13
2012,Q230,13
2012,Q321,13
2012,Q379,13
2012,Q459,13
2012,A047,12
2012,B019,12
2012,I422,12
2012,J90,12
2012,P282,12
2012,P378,12
2012,P379,12
2012,P560,12
2012,Q412,12
2012,Q791,12
2012,Q875,12
2012,V892,12
2012,W199,12
2012,B259,11
2012,I619,11
2012,J129,11
2012,P351,11
2012,P760,11
2012,P916,11
2012,Q245,11
2012,Q359,11
2012,Q794,11
2012,A060,10
2012,C959,10
2012,D619,10
2012,E840,10
2012,G120,10
2012,I514,10
2012,K769,10
2012,P017,10
2012,P030,10
2012,P042,10
2012,P270,10
2012,P548,10
2012,P616,10
2012,P748,10
2012,Q333,10
2012,Q611,10
2012,R571,10
2012,V436,10
2012,X599,10
2012,A084,9
2012,B018,9
2012,C719,9
2012,I500,9
2012,P049,9
2012,P238,9
2012,P268,9
2012,P570,9
2012,P783,9
2012,Q256,9
2012,Q259,9
2012,Q324,9
2012,Q758,9
2012,Q795,9
2012,Q799,9
2012,Q998,9
2012,V899,9
2012,W782,9
2012,Y098,9
2012,Y209,9
2012,A370,8
2012,A412,8
2012,C749,8
2012,D571,8
2012,E41,8
2012,I313,8
2012,I409,8
2012,I629,8
2012,J709,8
2012,K659,8
2012,P016,8
2012,P211,8
2012,P250,8
2012,P509,8
2012,P519,8
2012,Q070,8
2012,Q268,8
2012,Q872,8
2012,Y299,8
2012,Y340,8
2012,A052,7
2012,B377,7
2012,D849,7
2012,E40,7
2012,I428,7
2012,I499,7
2012,J042,7
2012,J09,7
2012,J110,7
2012,J22,7
2012,K650,7
2012,K922,7
2012,P033,7
2012,P043,7
2012,P359,7
2012,P362,7
2012,P394,7
2012,P613,7
2012,P910,7
2012,Q278,7
2012,Q392,7
2012,Q447,7
2012,R568,7
2012,W740,7
2012,W749,7
2012,Y838,7
2012,A86,6
2012,D180,6
2012,D610,6
2012,E031,6
2012,E849,6
2012,G008,6
2012,G122,6
2012,G628,6
2012,H669,6
2012,I279,6
2012,I400,6
2012,I517,6
2012,J981,6
2012,K759,6
2012,L089,6
2012,P236,6
2012,P528,6
2012,P920,6
2012,Q202,6
2012,Q240,6
2012,Q262,6
2012,Q270,6
2012,Q638,6
2012,Q774,6
2012,Q929,6
2012,W800,6
2012,W809,6
2012,X910,6
2012,Y009,6
2012,A080,5
2012,A392,5
2012,B206,5
2012,B227,5
2012,C222,5
2012,C64,5
2012,C729,5
2012,D696,5
2012,E752,5
2012,E841,5
2012,G918,5
2012,I269,5
2012,I330,5
2012,I461,5
2012,I615,5
2012,J188,5
2012,J939,5
2012,K403,5
2012,K510,5
2012,K639,5
2012,L00,5
2012,P080,5
2012,P101,5
2012,P258,5
2012,P283,5
2012,P358,5
2012,P500,5
2012,P522,5
2012,Q078,5
2012,Q189,5
2012,Q228,5
2012,Q232,5
2012,Q233,5
2012,Q246,5
2012,Q264,5
2012,Q283,5
2012,Q318,5
2012,Q369,5
2012,Q441,5
2012,Q451,5
2012,Q604,5
2012,Q642,5
2012,Q789,5
2012,Q798,5
2012,Q873,5
2012,R509,5
2012,R579,5
2012,W190,5
2012,W730,5
2012,W792,5
2012,X090,5
2012,X099,5
2012,X919,5
2012,Y200,5
2012,A409,4
2012,A91,4
2012,B012,4
2012,C929,4
2012,D480,4
2012,D539,4
2012,D599,4
2012,G002,4
2012,G042,4
2012,G060,4
2012,G939,4
2012,G98,4
2012,I219,4
2012,I255,4
2012,I609,4
2012,J121,4
2012,J218,4
2012,J386,4
2012,J439,4
2012,K319,4
2012,K519,4
2012,K550,4
2012,K562,4
2012,K720,4
2012,L031,4
2012,N049,4
2012,P032,4
2012,P112,4
2012,P150,4
2012,P253,4
2012,P365,4
2012,P390,4
2012,P551,4
2012,P578,4
2012,P618,4
2012,P702,4
2012,P768,4
2012,P819,4
2012,P914,4
2012,P921,4
2012,P942,4
2012,Q206,4
2012,Q231,4
2012,Q244,4
2012,Q252,4
2012,Q315,4
2012,Q319,4
2012,Q320,4
2012,Q348,4
2012,Q564,4
2012,Q600,4
2012,Q605,4
2012,Q610,4
2012,Q753,4
2012,Q759,4
2012,Q891,4
2012,Q910,4
2012,Q928,4
2012,V093,4
2012,V476,4
2012,V489,4
2012,W660,4
2012,W700,4
2012,W830,4
2012,X954,4
2012,X959,4
2012,Y834,4
2012,A483,3
2012,B24,3
2012,B332,3
2012,B349,3
2012,B86,3
2012,C380,3
2012,C716,3
2012,C717,3
2012,C760,3
2012,C762,3
2012,C80,3
2012,D181,3
2012,D487,3
2012,D570,3
2012,D694,3
2012,D819,3
2012,E250,3
2012,E274,3
2012,E440,3
2012,E729,3
2012,E742,3
2012,E870,3
2012,G404,3
2012,G419,3
2012,G589,3
2012,G935,3
2012,I10,3
2012,I110,3
2012,I319,3
2012,I421,3
2012,I518,3
2012,I620,3
2012,I678,3
2012,I99,3
2012,J100,3
2012,J128,3
2012,J13,3
2012,J182,3
2012,J448,3
2012,J449,3
2012,J46,3
2012,J698,3
2012,J841,3
2012,J869,3
2012,J942,3
2012,J989,3
2012,K210,3
2012,K359,3
2012,K449,3
2012,K638,3
2012,K760,3
2012,K767,3
2012,K768,3
2012,K904,3
2012,K909,3
2012,L032,3
2012,L038,3
2012,L039,3
2012,N10,3
2012,N12,3
2012,P006,3
2012,P034,3
2012,P048,3
2012,P111,3
2012,P230,3
2012,P364,3
2012,P508,3
2012,P789,3
2012,P838,3
2012,P928,3
2012,Q011,3
2012,Q018,3
2012,Q038,3
2012,Q223,3
2012,Q239,3
2012,Q241,3
2012,Q253,3
2012,Q282,3
2012,Q288,3
2012,Q301,3
2012,Q378,3
2012,Q388,3
2012,Q402,3
2012,Q418,3
2012,Q422,3
2012,Q429,3
2012,Q430,3
2012,Q641,3
2012,Q648,3
2012,Q770,3
2012,Q779,3
2012,Q871,3
2012,Q890,3
2012,Q892,3
2012,Q912,3
2012,Q914,3
2012,Q916,3
2012,R098,3
2012,R570,3
2012,R961,3
2012,V021,3
2012,V295,3
2012,V299,3
2012,V486,3
2012,W049,3
2012,W170,3
2012,W189,3
2012,W200,3
2012,W759,3
2012,W781,3
2012,W798,3
2012,W842,3
2012,Y000,3
2012,Y040,3
2012,Y049,3
2012,Y061,3
2012,Y071,3
2012,Y210,3
2012,A048,2
2012,A059,2
2012,A085,2
2012,A162,2
2012,A199,2
2012,A391,2
2012,A411,2
2012,A46,2
2012,A879,2
2012,A90,2
2012,B004,2
2012,B007,2
2012,B190,2
2012,B200,2
2012,B201,2
2012,B208,2
2012,B509,2
2012,B559,2
2012,B589,2
2012,B770,2
2012,B779,2
2012,C229,2
2012,C349,2
2012,C499,2
2012,C715,2
2012,C728,2
2012,C950,2
2012,D219,2
2012,D381,2
2012,D430,2
2012,D469,2
2012,D479,2
2012,D62,2
2012,D648,2
2012,D70,2
2012,D759,2
2012,D821,2
2012,E141,2
2012,E149,2
2012,E162,2
2012,E320,2
2012,E42,2
2012,E45,2
2012,E738,2
2012,E739,2
2012,E740,2
2012,E744,2
2012,G000,2
2012,G249,2
2012,G403,2
2012,G410,2
2012,G600,2
2012,G932,2
2012,G937,2
2012,G969,2
2012,I271,2
2012,I339,2
2012,I442,2
2012,I501,2
2012,I809,2
2012,I898,2
2012,J120,2
2012,J150,2
2012,J42,2
2012,J450,2
2012,K222,2
2012,K259,2
2012,K404,2
2012,K409,2
2012,K429,2
2012,K559,2
2012,K560,2
2012,K564,2
2012,K658,2
2012,K928,2
2012,L511,2
2012,L512,2
2012,M009,2
2012,M726,2
2012,N189,2
2012,N258,2
2012,N289,2
2012,P081,2
2012,P109,2
2012,P110,2
2012,P119,2
2012,P233,2
2012,P242,2
2012,P260,2
2012,P294,2
2012,P350,2
2012,P352,2
2012,P370,2
2012,P391,2
2012,P501,2
2012,P526,2
2012,P540,2
2012,P542,2
2012,P545,2
2012,P558,2
2012,P592,2
2012,P598,2
2012,P744,2
2012,P810,2
2012,P839,2
2012,P912,2
2012,P915,2
2012,P918,2
2012,P919,2
2012,P929,2
2012,P949,2
2012,P965,2
2012,Q010,2
2012,Q046,2
2012,Q069,2
2012,Q188,2
2012,Q205,2
2012,Q214,2
2012,Q222,2
2012,Q226,2
2012,Q229,2
2012,Q238,2
2012,Q242,2
2012,Q258,2
2012,Q281,2
2012,Q300,2
2012,Q335,2
2012,Q399,2
2012,Q408,2
2012,Q409,2
2012,Q421,2
2012,Q428,2
2012,Q443,2
2012,Q444,2
2012,Q446,2
2012,Q643,2
2012,Q647,2
2012,Q688,2
2012,Q750,2
2012,Q766,2
2012,Q900,2
2012,Q902,2
2012,Q939,2
2012,Q969,2
2012,Q987,2
2012,R58,2
2012,R628,2
2012,V031,2
2012,V041,2
2012,V285,2
2012,V446,2
2012,W069,2
2012,W179,2
2012,W180,2
2012,W229,2
2012,W784,2
2012,W788,2
2012,W794,2
2012,W870,2
2012,W879,2
2012,X080,2
2012,X229,2
2012,X449,2
2012,X490,2
2012,X590,2
2012,X920,2
2012,X990,2
2012,X999,2
2012,Y079,2
2012,Y219,2
2012,Y300,2
2012,Y339,2
2012,Y348,2
2012,Y839,2
2012,A022,1
2012,A030,1
2012,A040,1
2012,A069,1
2012,A081,1
2012,A153,1
2012,A169,1
2012,A191,1
2012,A220,1
2012,A310,1
2012,A33,1
2012,A369,1
2012,A401,1
2012,A427,1
2012,A488,1
2012,A491,1
2012,A498,1
2012,A562,1
2012,A689,1
2012,A699,1
2012,A870,1
2012,A872,1
2012,A89,1
2012,A960,1
2012,A99,1
2012,B010,1
2012,B159,1
2012,B169,1
2012,B199,1
2012,B232,1
2012,B238,1
2012,B251,1
2012,B258,1
2012,B340,1
2012,B451,1
2012,B508,1
2012,B519,1
2012,B54,1
2012,B583,1
2012,B778,1
2012,B829,1
2012,C152,1
2012,C169,1
2012,C179,1
2012,C250,1
2012,C320,1
2012,C414,1
2012,C480,1
2012,C61,1
2012,C679,1
2012,C688,1
2012,C692,1
2012,C696,1
2012,C761,1
2012,C763,1
2012,C838,1
2012,C925,1
2012,C961,1
2012,D073,1
2012,D211,1
2012,D259,1
2012,D369,1
2012,D370,1
2012,D376,1
2012,D383,1
2012,D412,1
2012,D444,1
2012,D489,1
2012,D509,1
2012,D538,1
2012,D561,1
2012,D572,1
2012,D589,1
2012,D591,1
2012,D593,1
2012,D682,1
2012,D693,1
2012,D760,1
2012,D762,1
2012,D811,1
2012,D824,1
2012,D848,1
2012,D899,1
2012,E030,1
2012,E101,1
2012,E109,1
2012,E117,1
2012,E147,1
2012,E148,1
2012,E15,1
2012,E161,1
2012,E232,1
2012,E272,1
2012,E278,1
2012,E441,1
2012,E550,1
2012,E702,1
2012,E709,1
2012,E711,1
2012,E720,1
2012,E722,1
2012,E723,1
2012,E730,1
2012,E749,1
2012,E751,1
2012,E755,1
2012,E760,1
2012,E771,1
2012,E779,1
2012,E788,1
2012,E807,1
2012,E830,1
2012,E835,1
2012,E848,1
2012,E876,1
2012,E880,1
2012,E888,1
2012,F133,1
2012,F89,1
2012,F99,1
2012,G062,1
2012,G121,1
2012,G129,1
2012,G259,1
2012,G319,1
2012,G371,1
2012,G378,1
2012,G408,1
2012,G603,1
2012,G609,1
2012,G710,1
2012,G713,1
2012,G723,1
2012,G800,1
2012,G808,1
2012,G909,1
2012,G910,1
2012,G911,1
2012,G938,1
2012,H351,1
2012,I119,1
2012,I120,1
2012,I132,1
2012,I259,1
2012,I272,1
2012,I288,1
2012,I300,1
2012,I309,1
2012,I312,1
2012,I425,1
2012,I456,1
2012,I459,1
2012,I471,1
2012,I498,1
2012,I513,1
2012,I608,1
2012,I639,1
2012,I674,1
2012,I776,1
2012,I871,1
2012,I878,1
2012,J019,1
2012,J029,1
2012,J039,1
2012,J040,1
2012,J041,1
2012,J069,1
2012,J108,1
2012,J111,1
2012,J118,1
2012,J122,1
2012,J14,1
2012,J151,1
2012,J152,1
2012,J156,1
2012,J157,1
2012,J158,1
2012,J168,1
2012,J200,1
2012,J348,1
2012,J384,1
2012,J387,1
2012,J398,1
2012,J438,1
2012,J628,1
2012,J680,1
2012,J840,1
2012,J851,1
2012,J930,1
2012,J940,1
2012,J941,1
2012,J961,1
2012,K122,1
2012,K299,1
2012,K315,1
2012,K350,1
2012,K400,1
2012,K401,1
2012,K421,1
2012,K439,1
2012,K458,1
2012,K460,1
2012,K469,1
2012,K565,1
2012,K571,1
2012,K578,1
2012,K579,1
2012,K590,1
2012,K593,1
2012,K599,1
2012,K602,1
2012,K613,1
2012,K635,1
2012,K660,1
2012,K710,1
2012,K719,1
2012,K750,1
2012,K752,1
2012,K753,1
2012,K766,1
2012,K805,1
2012,K821,1
2012,K830,1
2012,K869,1
2012,K929,1
2012,L020,1
2012,L021,1
2012,L028,1
2012,L029,1
2012,L033,1
2012,L123,1
2012,L989,1
2012,M062,1
2012,M139,1
2012,M625,1
2012,M628,1
2012,M728,1
2012,N009,1
2012,N079,1
2012,N110,1
2012,N119,1
2012,N130,1
2012,N133,1
2012,N136,1
2012,N188,1
2012,N26,1
2012,N279,1
2012,N280,1
2012,N319,1
2012,N322,1
2012,N498,1
2012,N768,1
2012,P007,1
2012,P040,1
2012,P082,1
2012,P100,1
2012,P102,1
2012,P108,1
2012,P129,1
2012,P139,1
2012,P158,1
2012,P235,1
2012,P252,1
2012,P353,1
2012,P372,1
2012,P502,1
2012,P518,1
2012,P520,1
2012,P525,1
2012,P544,1
2012,P588,1
2012,P589,1
2012,P611,1
2012,P721,1
2012,P742,1
2012,P743,1
2012,P808,1
2012,P818,1
2012,P835,1
2012,P925,1
2012,P93,1
2012,P940,1
2012,P961,1
2012,P963,1
2012,Q050,1
2012,Q051,1
2012,Q053,1
2012,Q057,1
2012,Q061,1
2012,Q063,1
2012,Q169,1
2012,Q243,1
2012,Q261,1
2012,Q263,1
2012,Q265,1
2012,Q269,1
2012,Q272,1
2012,Q273,1
2012,Q308,1
2012,Q311,1
2012,Q323,1
2012,Q334,1
2012,Q340,1
2012,Q341,1
2012,Q355,1
2012,Q371,1
2012,Q372,1
2012,Q374,1
2012,Q375,1
2012,Q382,1
2012,Q385,1
2012,Q398,1
2012,Q403,1
2012,Q437,1
2012,Q445,1
2012,Q529,1
2012,Q549,1
2012,Q618,1
2012,Q623,1
2012,Q627,1
2012,Q631,1
2012,Q633,1
2012,Q645,1
2012,Q659,1
2012,Q674,1
2012,Q675,1
2012,Q729,1
2012,Q740,1
2012,Q749,1
2012,Q754,1
2012,Q760,1
2012,Q764,1
2012,Q768,1
2012,Q769,1
2012,Q772,1
2012,Q773,1
2012,Q778,1
2012,Q796,1
2012,Q802,1
2012,Q809,1
2012,Q858,1
2012,Q861,1
2012,Q868,1
2012,Q874,1
2012,Q893,1
2012,Q911,1
2012,Q927,1
2012,Q931,1
2012,Q932,1
2012,Q933,1
2012,Q934,1
2012,Q938,1
2012,Q970,1
2012,Q984,1
2012,Q988,1
2012,Q990,1
2012,R011,1
2012,R042,1
2012,R048,1
2012,R073,1
2012,R11,1
2012,R17,1
2012,R18,1
2012,R21,1
2012,R230,1
2012,R53,1
2012,R560,1
2012,R633,1
2012,R931,1
2012,V039,1
2012,V099,1
2012,V179,1
2012,V239,1
2012,V249,1
2012,V291,1
2012,V426,1
2012,V439,1
2012,V444,1
2012,V466,1
2012,V495,1
2012,V496,1
2012,V646,1
2012,V800,1
2012,V804,1
2012,V871,1
2012,V877,1
2012,V888,1
2012,V925,1
2012,V98,1
2012,V99,1
2012,W019,1
2012,W030,1
2012,W040,1
2012,W061,1
2012,W062,1
2012,W119,1
2012,W171,1
2012,W290,1
2012,W650,1
2012,W670,1
2012,W698,1
2012,W739,1
2012,W751,1
2012,W752,1
2012,W769,1
2012,W802,1
2012,W844,1
2012,W848,1
2012,W860,1
2012,W999,1
2012,X000,1
2012,X098,1
2012,X120,1
2012,X129,1
2012,X319,1
2012,X439,1
2012,X440,1
2012,X442,1
2012,X472,1
2012,X480,1
2012,X589,1
2012,X928,1
2012,X929,1
2012,X950,1
2012,X974,1
2012,X992,1
2012,Y004,1
2012,Y019,1
2012,Y039,1
2012,Y050,1
2012,Y059,1
2012,Y069,1
2012,Y080,1
2012,Y089,1
2012,Y090,1
2012,Y140,1
2012,Y187,1
2012,Y199,1
2012,Y202,1
2012,Y240,1
2012,Y290,1
2012,Y308,1
2012,Y330,1
2012,Y338,1
2012,Y344,1
2012,Y580,1
2012,Y586,1
2012,Y608,1
2012,Y831,1
2012,Y833,1
2012,Y835,1
2012,Y848,1
2013,P369,3136
2013,P220,2540
2013,Q249,1526
2013,P000,1022
2013,J189,956
2013,P219,883
2013,P072,773
2013,A419,740
2013,P011,674
2013,P070,652
2013,P77,611
2013,P001,600
2013,R99,584
2013,P240,575
2013,P969,558
2013,A09,548
2013,P021,511
2013,P073,505
2013,Q000,492
2013,P239,451
2013,P209,450
2013,P027,438
2013,Q897,429
2013,Q899,400
2013,Q336,350
2013,P280,347
2013,P210,344
2013,P269,338
2013,P285,337
2013,P399,336
2013,P229,330
2013,P015,328
2013,J180,306
2013,P291,288
2013,Q793,286
2013,Q248,267
2013,P002,253
2013,P071,242
2013,P249,241
2013,P010,235
2013,Q790,218
2013,P968,208
2013,R98,207
2013,Q039,205
2013,J219,203
2013,Q913,173
2013,R95,170
2013,Q909,167
2013,E46,158
2013,P008,157
2013,J690,147
2013,Q234,139
2013,P012,137
2013,P290,132
2013,P038,128
2013,W849,123
2013,P271,121
2013,Q213,121
2013,P960,119
2013,P251,115
2013,P243,107
2013,Q203,107
2013,W789,107
2013,W780,106
2013,Q250,96
2013,Q390,94
2013,Q210,92
2013,A502,88
2013,J159,88
2013,W790,87
2013,P60,86
2013,P832,86
2013,P200,85
2013,P201,85
2013,Q917,85
2013,P022,82
2013,E43,80
2013,Q043,79
2013,P035,78
2013,P293,78
2013,Q999,78
2013,A379,77
2013,P020,75
2013,P025,70
2013,Q049,70
2013,G919,66
2013,P009,66
2013,Q212,64
2013,P292,62
2013,P298,62
2013,P031,61
2013,Q792,61
2013,P059,58
2013,Q251,58
2013,Q042,57
2013,Q211,57
2013,W799,55
2013,P361,54
2013,P289,53
2013,P368,53
2013,Q442,53
2013,Q019,51
2013,P159,50
2013,P261,50
2013,A509,49
2013,G809,48
2013,P529,48
2013,Q613,48
2013,I424,47
2013,N390,47
2013,Q031,47
2013,Q339,47
2013,Q898,47
2013,R092,47
2013,P241,46
2013,P299,46
2013,Y098,46
2013,Q200,45
2013,Y349,45
2013,E86,44
2013,G009,44
2013,P003,44
2013,Q209,44
2013,P024,43
2013,Q391,43
2013,W840,43
2013,Q208,42
2013,Q601,42
2013,Q870,42
2013,I420,41
2013,Q878,40
2013,P039,39
2013,P284,39
2013,P288,39
2013,Q059,39
2013,Q894,39
2013,G039,38
2013,J960,38
2013,P018,38
2013,P38,38
2013,P044,37
2013,P780,37
2013,Q02,35
2013,J81,34
2013,K219,34
2013,P228,34
2013,Q606,34
2013,B550,33
2013,P013,33
2013,P619,33
2013,P579,32
2013,Q431,32
2013,D65,31
2013,E889,31
2013,J969,31
2013,P050,31
2013,Q220,31
2013,Q438,31
2013,Q439,31
2013,K729,30
2013,P833,30
2013,D649,29
2013,P005,29
2013,P023,29
2013,P392,29
2013,P612,29
2013,Q054,29
2013,Q079,29
2013,G931,28
2013,K566,28
2013,N179,28
2013,P599,28
2013,Q257,28
2013,Q771,28
2013,W750,28
2013,J181,27
2013,P281,27
2013,P523,27
2013,P964,27
2013,Q204,27
2013,Q224,27
2013,Q639,26
2013,Q780,26
2013,G934,25
2013,J984,25
2013,Q620,25
2013,I509,24
2013,P53,24
2013,Q201,24
2013,Q218,24
2013,Q338,24
2013,Q411,24
2013,Q602,24
2013,A500,23
2013,B207,23
2013,D689,23
2013,E872,23
2013,P363,23
2013,P371,23
2013,P550,23
2013,P741,23
2013,P788,23
2013,Q219,23
2013,Q410,23
2013,V892,23
2013,G001,22
2013,P030,22
2013,Q423,22
2013,P769,21
2013,P90,21
2013,Q012,21
2013,Q649,21
2013,A394,20
2013,K561,20
2013,P248,20
2013,P916,20
2013,Q412,20
2013,J459,19
2013,N19,19
2013,P019,19
2013,P524,19
2013,P559,19
2013,Q255,19
2013,Q419,19
2013,B49,18
2013,B99,18
2013,E878,18
2013,I429,18
2013,J129,18
2013,J988,18
2013,P398,18
2013,P582,18
2013,P610,18
2013,Q256,18
2013,Q349,18
2013,A049,17
2013,G049,17
2013,I270,17
2013,J209,17
2013,J849,17
2013,P051,17
2013,P278,17
2013,P548,17
2013,P701,17
2013,Q230,17
2013,Q759,17
2013,Q875,17
2013,G629,16
2013,J80,16
2013,P036,16
2013,P700,16
2013,P740,16
2013,Q998,16
2013,R688,16
2013,J210,15
2013,P029,15
2013,P041,15
2013,P351,15
2013,P393,15
2013,Q321,15
2013,Q564,15
2013,Q774,15
2013,Q794,15
2013,K529,14
2013,P004,14
2013,P360,14
2013,P543,14
2013,P614,14
2013,Q040,14
2013,Q245,14
2013,Q289,14
2013,Q324,14
2013,V499,14
2013,K631,13
2013,P017,13
2013,P028,13
2013,P379,13
2013,P569,13
2013,P809,13
2013,Q070,13
2013,Q225,13
2013,Q226,13
2013,Q459,13
2013,Q912,13
2013,Y838,13
2013,A418,12
2013,C920,12
2013,I422,12
2013,I629,12
2013,J980,12
2013,P268,12
2013,P509,12
2013,P749,12
2013,Q048,12
2013,Q447,12
2013,Q871,12
2013,V436,12
2013,W060,12
2013,A370,11
2013,G936,11
2013,I519,11
2013,J110,11
2013,P052,11
2013,P211,11
2013,P221,11
2013,P250,11
2013,P279,11
2013,P549,11
2013,P781,11
2013,Q240,11
2013,Q246,11
2013,Q268,11
2013,Q614,11
2013,Q795,11
2013,Q799,11
2013,R960,11
2013,V446,11
2013,X910,11
2013,Y099,11
2013,A047,10
2013,C910,10
2013,E840,10
2013,G002,10
2013,G120,10
2013,I330,10
2013,I619,10
2013,P026,10
2013,P283,10
2013,P375,10
2013,P560,10
2013,P616,10
2013,P819,10
2013,Q262,10
2013,Q359,10
2013,Q433,10
