ano_obito: Descending,CAUSABAS: Descending,Óbitos
2010,W730,2
2010,W752,2
2010,W791,2
2010,W797,2
2010,W800,2
2010,W879,2
2010,X000,2
2010,X360,2
2010,X364,2
2010,X970,2
2010,X999,2
2010,Y004,2
2010,Y049,2
2010,Y079,2
2010,Y090,2
2010,Y190,2
2010,Y269,2
2010,Y292,2
2010,Y330,2
2010,A020,1
2010,A022,1
2010,A070,1
2010,A153,1
2010,A169,1
2010,A170,1
2010,A199,1
2010,A369,1
2010,A403,1
2010,A409,1
2010,A410,1
2010,A427,1
2010,A46,1
2010,A480,1
2010,A490,1
2010,A491,1
2010,A498,1
2010,A519,1
2010,A568,1
2010,A872,1
2010,A920,1
2010,B011,1
2010,B083,1
2010,B159,1
2010,B171,1
2010,B190,1
2010,B200,1
2010,B206,1
2010,B258,1
2010,B332,1
2010,B333,1
2010,B572,1
2010,B583,1
2010,B589,1
2010,B59,1
2010,C028,1
2010,C069,1
2010,C102,1
2010,C109,1
2010,C169,1
2010,C222,1
2010,C229,1
2010,C259,1
2010,C349,1
2010,C439,1
2010,C445,1
2010,C449,1
2010,C461,1
2010,C474,1
2010,C482,1
2010,C493,1
2010,C499,1
2010,C714,1
2010,C718,1
2010,C73,1
2010,C740,1
2010,C760,1
2010,C761,1
2010,C770,1
2010,C793,1
2010,C797,1
2010,C859,1
2010,C917,1
2010,C919,1
2010,D376,1
2010,D383,1
2010,D431,1
2010,D480,1
2010,D509,1
2010,D511,1
2010,D570,1
2010,D62,1
2010,D640,1
2010,D682,1
2010,D693,1
2010,D694,1
2010,D699,1
2010,D758,1
2010,D760,1
2010,D803,1
2010,E039,1
2010,E119,1
2010,E126,1
2010,E140,1
2010,E142,1
2010,E161,1
2010,E162,1
2010,E230,1
2010,E268,1
2010,E274,1
2010,E561,1
2010,E619,1
2010,E660,1
2010,E701,1
2010,E709,1
2010,E710,1
2010,E711,1
2010,E713,1
2010,E728,1
2010,E752,1
2010,E778,1
2010,E788,1
2010,E848,1
2010,F102,1
2010,F849,1
2010,G003,1
2010,G129,1
2010,G239,1
2010,G249,1
2010,G310,1
2010,G603,1
2010,G610,1
2010,G713,1
2010,G800,1
2010,G804,1
2010,G824,1
2010,G839,1
2010,G901,1
2010,G912,1
2010,G913,1
2010,G932,1
2010,G935,1
2010,G951,1
2010,G952,1
2010,G958,1
2010,G969,1
2010,G98,1
2010,H438,1
2010,H570,1
2010,H578,1
2010,H660,1
2010,H664,1
2010,I071,1
2010,I210,1
2010,I251,1
2010,I271,1
2010,I289,1
2010,I309,1
2010,I310,1
2010,I351,1
2010,I409,1
2010,I425,1
2010,I426,1
2010,I442,1
2010,I459,1
2010,I471,1
2010,I472,1
2010,I491,1
2010,I494,1
2010,I498,1
2010,I513,1
2010,I608,1
2010,I615,1
2010,I620,1
2010,I691,1
2010,I709,1
2010,I742,1
2010,I770,1
2010,I802,1
2010,I889,1
2010,I99,1
2010,J029,1
2010,J060,1
2010,J068,1
2010,J09,1
2010,J120,1
2010,J14,1
2010,J151,1
2010,J168,1
2010,J383,1
2010,J386,1
2010,J387,1
2010,J390,1
2010,J441,1
2010,J450,1
2010,J680,1
2010,J691,1
2010,J850,1
2010,J852,1
2010,J920,1
2010,J942,1
2010,J982,1
2010,K121,1
2010,K251,1
2010,K259,1
2010,K261,1
2010,K318,1
2010,K319,1
2010,K350,1
2010,K359,1
2010,K37,1
2010,K404,1
2010,K458,1
2010,K521,1
2010,K528,1
2010,K564,1
2010,K638,1
2010,K639,1
2010,K660,1
2010,K668,1
2010,K703,1
2010,K721,1
2010,K752,1
2010,K758,1
2010,K759,1
2010,K764,1
2010,K767,1
2010,K802,1
2010,K818,1
2010,K819,1
2010,K820,1
2010,K830,1
2010,K839,1
2010,K859,1
2010,K909,1
2010,L022,1
2010,L028,1
2010,L030,1
2010,L031,1
2010,L032,1
2010,L033,1
2010,L038,1
2010,L080,1
2010,L551,1
2010,L989,1
2010,M465,1
2010,M600,1
2010,M622,1
2010,M628,1
2010,M726,1
2010,M819,1
2010,N10,1
2010,N137,1
2010,N151,1
2010,N170,1
2010,N289,1
2010,N823,1
2010,N848,1
2010,N892,1
2010,N912,1
2010,P014,1
2010,P080,1
2010,P100,1
2010,P115,1
2010,P129,1
2010,P134,1
2010,P138,1
2010,P139,1
2010,P148,1
2010,P154,1
2010,P232,1
2010,P252,1
2010,P253,1
2010,P350,1
2010,P364,1
2010,P372,1
2010,P391,1
2010,P500,1
2010,P502,1
2010,P518,1
2010,P544,1
2010,P545,1
2010,P585,1
2010,P613,1
2010,P703,1
2010,P719,1
2010,P720,1
2010,P728,1
2010,P743,1
2010,P745,1
2010,P762,1
2010,P800,1
2010,P808,1
2010,P818,1
2010,P835,1
2010,P838,1
2010,P839,1
2010,P912,1
2010,P920,1
2010,P923,1
2010,P929,1
2010,P93,1
2010,Q041,1
2010,Q044,1
2010,Q069,1
2010,Q078,1
2010,Q111,1
2010,Q160,1
2010,Q202,1
2010,Q231,1
2010,Q242,1
2010,Q243,1
2010,Q263,1
2010,Q269,1
2010,Q280,1
2010,Q288,1
2010,Q308,1
2010,Q313,1
2010,Q318,1
2010,Q319,1
2010,Q340,1
2010,Q341,1
2010,Q355,1
2010,Q360,1
2010,Q372,1
2010,Q378,1
2010,Q380,1
2010,Q383,1
2010,Q386,1
2010,Q408,1
2010,Q418,1
2010,Q422,1
2010,Q428,1
2010,Q440,1
2010,Q519,1
2010,Q529,1
2010,Q563,1
2010,Q625,1
2010,Q631,1
2010,Q643,1
2010,Q645,1
2010,Q660,1
2010,Q709,1
2010,Q712,1
2010,Q740,1
2010,Q743,1
2010,Q749,1
2010,Q754,1
2010,Q766,1
2010,Q770,1
2010,Q778,1
2010,Q779,1
2010,Q782,1
2010,Q802,1
2010,Q804,1
2010,Q859,1
2010,Q911,1
2010,Q930,1
2010,Q934,1
2010,Q935,1
2010,Q970,1
2010,Q980,1
2010,Q991,1
2010,R011,1
2010,R048,1
2010,R098,1
2010,R14,1
2010,R160,1
2010,R162,1
2010,R198,1
2010,R402,1
2010,R64,1
2010,V021,1
2010,V030,1
2010,V040,1
2010,V041,1
2010,V069,1
2010,V091,1
2010,V092,1
2010,V198,1
2010,V229,1
2010,V239,1
2010,V285,1
2010,V295,1
2010,V395,1
2010,V444,1
2010,V446,1
2010,V449,1
2010,V493,1
2010,V495,1
2010,V689,1
2010,V784,1
2010,V796,1
2010,V849,1
2010,V870,1
2010,V872,1
2010,V874,1
2010,V890,1
2010,V905,1
2010,V913,1
2010,V960,1
2010,W041,1
2010,W044,1
2010,W172,1
2010,W180,1
2010,W197,1
2010,W198,1
2010,W239,1
2010,W390,1
2010,W509,1
2010,W640,1
2010,W650,1
2010,W659,1
2010,W673,1
2010,W690,1
2010,W698,1
2010,W737,1
2010,W748,1
2010,W751,1
2010,W755,1
2010,W758,1
2010,W769,1
2010,W770,1
2010,W779,1
2010,W781,1
2010,W783,1
2010,W784,1
2010,W794,1
2010,W802,1
2010,W803,1
2010,W830,1
2010,W839,1
2010,W842,1
2010,W844,1
2010,W869,1
2010,W872,1
2010,X060,1
2010,X129,1
2010,X229,1
2010,X239,1
2010,X368,1
2010,X369,1
2010,X449,1
2010,X498,1
2010,X499,1
2010,X590,1
2010,X915,1
2010,X920,1
2010,X952,1
2010,X958,1
2010,X979,1
2010,Y008,1
2010,Y014,1
2010,Y039,1
2010,Y048,1
2010,Y073,1
2010,Y089,1
2010,Y092,1
2010,Y099,1
2010,Y140,1
2010,Y149,1
2010,Y157,1
2010,Y199,1
2010,Y201,1
2010,Y210,1
2010,Y212,1
2010,Y294,1
2010,Y300,1
2010,Y309,1
2010,Y341,1
2010,Y345,1
2010,Y484,1
2010,Y590,1
2010,Y606,1
2010,Y836,1
2010,Y839,1
2010,Y86,1
2010,Y872,1
2011,P369,3365
2011,P220,2868
2011,Q249,1658
2011,P219,974
2011,P072,966
2011,J189,866
2011,P070,762
2011,A419,755
2011,P000,743
2011,P073,681
2011,R99,676
2011,P77,625
2011,P011,593
2011,Q000,568
2011,P240,557
2011,P209,500
2011,P021,488
2011,A09,472
2011,P239,472
2011,Q899,471
2011,P399,459
2011,Q897,452
2011,P280,428
2011,P001,423
2011,P969,413
2011,P210,409
2011,P229,389
2011,P027,377
2011,P291,377
2011,P269,348
2011,J180,324
2011,P249,313
2011,P015,293
2011,Q336,284
2011,R98,278
2011,P285,273
2011,P071,262
2011,Q793,258
2011,P002,227
2011,Q248,227
2011,Q039,210
2011,J219,209
2011,Q790,195
2011,R95,186
2011,P968,174
2011,P010,173
2011,E46,167
2011,P290,163
2011,Q913,157
2011,Q909,152
2011,W849,150
2011,J690,144
2011,P038,129
2011,P251,125
2011,Q250,124
2011,J159,122
2011,P012,121
2011,P008,120
2011,P960,119
2011,P271,116
2011,Q203,111
2011,Q234,107
2011,Q213,106
2011,P832,105
2011,Q043,105
2011,P243,104
2011,W780,101
2011,P201,97
2011,Q049,93
2011,P200,89
2011,P292,89
2011,E43,84
2011,Q210,84
2011,Q390,83
2011,G919,82
2011,Q999,81
2011,P022,78
2011,P025,78
2011,P60,78
2011,Q917,74
2011,P298,71
2011,I424,69
2011,P035,69
2011,W789,69
2011,Q251,68
2011,Q792,68
2011,P368,67
2011,P361,66
2011,W799,64
2011,P020,63
2011,Q212,63
2011,P529,61
2011,Q211,61
2011,Q059,59
2011,G009,58
2011,W790,57
2011,Y349,56
2011,P059,55
2011,P293,54
2011,Q031,54
2011,E86,53
2011,A509,52
2011,G039,51
2011,Q019,51
2011,P241,50
2011,Q200,50
2011,R092,49
2011,D649,48
2011,J960,48
2011,P009,48
2011,Q02,47
2011,P024,46
2011,P003,45
2011,P288,45
2011,G809,44
2011,P741,44
2011,P031,43
2011,P289,43
2011,Q442,42
2011,P159,41
2011,P579,41
2011,Q079,41
2011,Q042,40
2011,Q601,40
2011,A502,39
2011,P039,39
2011,P38,38
2011,J984,37
2011,K219,37
2011,Q639,37
2011,P284,36
2011,P599,36
2011,N390,35
2011,P005,35
2011,P299,35
2011,P612,35
2011,P90,35
2011,Q339,35
2011,I420,34
2011,Q613,34
2011,I519,33
2011,P780,33
2011,Q208,33
2011,Q338,33
2011,Q410,33
2011,A379,32
2011,Q257,32
2011,P261,31
2011,P964,31
2011,Q391,31
2011,Q431,31
2011,Q878,31
2011,Q898,31
2011,B550,30
2011,P018,30
2011,P050,30
2011,P53,30
2011,P619,30
2011,P833,30
2011,Q411,30
2011,Q602,30
2011,Q894,30
2011,W750,30
2011,W840,30
2011,I270,29
2011,J81,29
2011,P371,29
2011,Q054,29
2011,D65,28
2011,G049,28
2011,G931,28
2011,I500,28
2011,P013,28
2011,P228,28
2011,P392,28
2011,P559,28
2011,Q419,28
2011,Q870,28
2011,K566,27
2011,K729,27
2011,E878,26
2011,J969,26
2011,P023,26
2011,P550,26
2011,Q209,26
2011,Q438,26
2011,K561,25
2011,N179,25
2011,Q606,25
2011,E889,24
2011,P041,24
2011,P582,24
2011,Q620,24
2011,D689,23
2011,G001,23
2011,I429,23
2011,J988,23
2011,P044,23
2011,P281,23
2011,P523,23
2011,G936,22
2011,J181,22
2011,N19,22
2011,P524,22
2011,P769,22
2011,P788,22
2011,Q220,22
2011,Q255,22
2011,Q439,22
2011,Q780,22
2011,G934,21
2011,P028,21
2011,P282,21
2011,P740,21
2011,P749,21
2011,Q459,21
2011,R688,21
2011,V892,21
2011,P549,20
2011,P614,20
2011,Q224,20
2011,R960,20
2011,A500,19
2011,J459,19
2011,P051,19
2011,P398,19
2011,P610,19
2011,P704,19
2011,P809,19
2011,Q412,19
2011,I509,18
2011,P700,18
2011,P701,18
2011,Q289,18
2011,Q423,18
2011,Q875,18
2011,P017,17
2011,P211,17
2011,P279,17
2011,P378,17
2011,Q201,17
2011,Q225,17
2011,Q330,17
2011,B49,16
2011,I330,16
2011,J80,16
2011,K769,16
2011,P019,16
2011,P029,16
2011,P030,16
2011,P379,16
2011,P543,16
2011,P616,16
2011,A90,15
2011,I619,15
2011,P026,15
2011,P248,15
2011,Q204,15
2011,Q219,15
2011,Q794,15
2011,B018,14
2011,P590,14
2011,P918,14
2011,Q324,14
2011,Q649,14
2011,Q771,14
2011,V499,14
2011,A394,13
2011,E840,13
2011,J209,13
2011,J90,13
2011,P036,13
2011,Q230,13
2011,Q349,13
2011,Q619,13
2011,A418,12
2011,J869,12
2011,K529,12
2011,P221,12
2011,P351,12
2011,P916,12
2011,Q038,12
2011,Q246,12
2011,Q321,12
2011,Q447,12
2011,Q799,12
2011,V093,12
2011,V436,12
2011,X599,12
2011,A047,11
2011,A049,11
2011,A390,11
2011,B019,11
2011,J849,11
2011,J980,11
2011,K631,11
2011,P360,11
2011,P363,11
2011,P781,11
2011,Q012,11
2011,Q774,11
2011,Y340,11
2011,D619,10
2011,D849,10
2011,E841,10
2011,E872,10
2011,J110,10
2011,J210,10
2011,P004,10
2011,P375,10
2011,P393,10
2011,P509,10
2011,P748,10
2011,P783,10
2011,Q048,10
2011,Q254,10
2011,Q268,10
2011,Q379,10
2011,Q614,10
2011,Q647,10
2011,R090,10
2011,Y200,10
2011,A91,9
2011,B207,9
2011,B99,9
2011,C710,9
2011,C719,9
2011,C910,9
2011,C920,9
2011,E752,9
2011,G120,9
2011,G628,9
2011,G629,9
2011,J069,9
2011,K659,9
2011,P250,9
2011,P283,9
2011,Q759,9
2011,Y071,9
2011,A060,8
2011,B012,8
2011,B377,8
2011,D571,8
2011,E40,8
2011,G409,8
2011,H669,8
2011,I428,8
2011,I629,8
2011,J129,8
2011,K831,8
2011,P052,8
2011,P551,8
2011,P920,8
2011,Q040,8
2011,Q229,8
2011,Q233,8
2011,Q259,8
2011,Q348,8
2011,Q400,8
2011,Q795,8
2011,Q900,8
2011,V486,8
2011,Y834,8
2011,A084,7
2011,C64,7
2011,C729,7
2011,D539,7
2011,E162,7
2011,E41,7
2011,G000,7
2011,I422,7
2011,I461,7
2011,I514,7
2011,I517,7
2011,J152,7
2011,J188,7
2011,J448,7
2011,K562,7
2011,P032,7
2011,P268,7
2011,P278,7
2011,P358,7
2011,P522,7
2011,P525,7
2011,P709,7
2011,Q018,7
2011,Q226,7
2011,Q240,7
2011,Q451,7
2011,Q791,7
2011,Q912,7
2011,Q998,7
2011,V446,7
2011,V899,7
2011,W040,7
2011,W190,7
2011,W199,7
2011,X910,7
2011,Y079,7
2011,A052,6
2011,A085,6
2011,A392,6
2011,B259,6
2011,C959,6
2011,D180,6
2011,E849,6
2011,G404,6
2011,I279,6
2011,I400,6
2011,I499,6
2011,J158,6
2011,J218,6
2011,J22,6
2011,J961,6
2011,K403,6
2011,K720,6
2011,K920,6
2011,P042,6
2011,P230,6
2011,P258,6
2011,P390,6
2011,P548,6
2011,P570,6
2011,P613,6
2011,P618,6
2011,P789,6
2011,P910,6
2011,Q070,6
2011,Q221,6
2011,Q232,6
2011,Q244,6
2011,Q245,6
2011,Q256,6
2011,Q258,6
2011,Q269,6
2011,Q320,6
2011,Q359,6
2011,Q418,6
2011,Q433,6
2011,Q444,6
2011,R571,6
2011,W060,6
2011,W749,6
2011,W782,6
2011,X090,6
2011,X370,6
2011,Y009,6
2011,Y061,6
2011,Y838,6
2011,A059,5
2011,A083,5
2011,A370,5
2011,A879,5
2011,B24,5
2011,C749,5
2011,C762,5
2011,C80,5
2011,E740,5
2011,G042,5
2011,G938,5
2011,H664,5
2011,I219,5
2011,I269,5
2011,J398,5
2011,J449,5
2011,J939,5
2011,K560,5
2011,K650,5
2011,P007,5
2011,P034,5
2011,P048,5
2011,P158,5
2011,P236,5
2011,P238,5
2011,P362,5
2011,P394,5
2011,P503,5
2011,P526,5
2011,P558,5
2011,P702,5
2011,P768,5
2011,P839,5
2011,Q218,5
2011,Q223,5
2011,Q228,5
2011,Q318,5
2011,Q333,5
2011,Q369,5
2011,Q429,5
2011,Q564,5
2011,Q638,5
2011,Q678,5
2011,Q789,5
2011,Q798,5
2011,Q872,5
2011,W069,5
2011,W842,5
2011,W870,5
2011,W879,5
2011,Y209,5
2011,Y299,5
2011,A162,4
2011,A33,4
2011,A410,4
2011,A415,4
2011,A499,4
2011,A86,4
2011,B589,4
2011,D469,4
2011,D696,4
2011,D819,4
2011,E149,4
2011,E722,4
2011,G002,4
2011,G060,4
2011,G403,4
2011,G589,4
2011,G911,4
2011,I409,4
2011,I501,4
2011,I609,4
2011,I615,4
2011,J386,4
2011,J46,4
2011,J860,4
2011,K210,4
2011,K449,4
2011,K519,4
2011,K591,4
2011,K638,4
2011,K909,4
2011,K922,4
2011,L080,4
2011,N133,4
2011,N189,4
2011,P016,4
2011,P109,4
2011,P110,4
2011,P112,4
2011,P365,4
2011,P598,4
2011,P744,4
2011,P760,4
2011,P819,4
2011,P921,4
2011,P929,4
2011,Q046,4
2011,Q069,4
2011,Q231,4
2011,Q238,4
2011,Q279,4
2011,Q288,4
2011,Q309,4
2011,Q392,4
2011,Q443,4
2011,Q642,4
2011,Q753,4
2011,Q758,4
2011,Q819,4
2011,Q871,4
2011,R048,4
2011,V99,4
2011,W759,4
2011,W788,4
2011,W809,4
2011,X099,4
2011,Y040,4
2011,Y099,4
2011,A080,3
2011,A199,3
2011,A310,3
2011,A391,3
2011,A399,3
2011,A412,3
2011,A483,3
2011,B206,3
2011,B208,3
2011,B227,3
2011,C380,3
2011,D487,3
2011,D489,3
2011,D570,3
2011,D589,3
2011,D610,3
2011,D728,3
2011,E278,3
2011,E320,3
2011,E343,3
2011,G003,3
2011,G008,3
2011,G122,3
2011,G319,3
2011,G410,3
2011,G710,3
2011,G713,3
2011,G918,3
2011,G932,3
2011,G939,3
2011,I260,3
2011,I319,3
2011,I620,3
2011,I678,3
2011,I802,3
2011,I99,3
2011,J439,3
2011,J708,3
2011,J841,3
2011,J981,3
2011,K315,3
2011,K350,3
2011,K469,3
2011,K550,3
2011,K559,3
2011,K768,3
2011,L024,3
2011,N049,3
2011,N12,3
2011,P043,3
2011,P049,3
2011,P101,3
2011,P102,3
2011,P150,3
2011,P252,3
2011,P260,3
2011,P270,3
2011,P359,3
2011,P364,3
2011,P519,3
2011,P546,3
2011,P611,3
2011,P729,3
2011,P838,3
2011,P912,3
2011,P914,3
2011,P915,3
2011,P923,3
2011,Q011,3
2011,Q051,3
2011,Q052,3
2011,Q202,3
2011,Q252,3
2011,Q253,3
2011,Q278,3
2011,Q315,3
2011,Q393,3
2011,Q401,3
2011,Q403,3
2011,Q409,3
2011,Q441,3
2011,Q600,3
2011,Q604,3
2011,Q605,3
2011,Q610,3
2011,Q633,3
2011,Q750,3
2011,Q890,3
2011,Q892,3
2011,Q910,3
2011,R570,3
2011,R579,3
2011,R58,3
2011,V021,3
2011,V099,3
2011,V295,3
2011,V495,3
2011,W200,3
2011,W698,3
2011,W730,3
2011,W740,3
2011,W792,3
2011,X000,3
2011,X914,3
2011,X954,3
2011,Y069,3
2011,Y090,3
2011,Y290,3
2011,Y839,3
2011,A409,2
2011,A498,2
2011,B200,2
2011,B201,2
2011,B232,2
2011,B332,2
2011,B349,2
2011,B559,2
2011,C229,2
2011,C383,2
2011,C414,2
2011,C499,2
2011,C692,2
2011,C717,2
2011,C950,2
2011,D181,2
2011,D370,2
2011,D383,2
2011,D480,2
2011,D509,2
2011,D62,2
2011,D720,2
2011,D762,2
2011,D848,2
2011,E039,2
2011,E141,2
2011,E250,2
2011,E42,2
2011,E440,2
2011,E728,2
2011,E729,2
2011,E807,2
2011,E835,2
2011,E848,2
2011,G038,2
2011,G249,2
2011,G318,2
2011,G419,2
2011,G600,2
2011,G712,2
2011,G719,2
2011,G808,2
2011,G930,2
2011,H709,2
2011,I10,2
2011,I110,2
2011,I259,2
2011,I271,2
2011,I313,2
2011,I421,2
2011,I471,2
2011,I613,2
2011,I639,2
2011,I898,2
2011,J040,2
2011,J09,2
2011,J121,2
2011,J150,2
2011,J168,2
2011,J182,2
2011,J840,2
2011,K222,2
2011,K297,2
2011,K319,2
2011,K404,2
2011,K460,2
2011,K599,2
2011,K639,2
2011,K750,2
2011,K767,2
2011,K929,2
2011,L089,2
2011,L123,2
2011,L512,2
2011,N10,2
2011,N136,2
2011,N258,2
2011,N399,2
2011,N768,2
2011,P006,2
2011,P040,2
2011,P080,2
2011,P082,2
2011,P130,2
2011,P233,2
2011,P353,2
2011,P372,2
2011,P500,2
2011,P508,2
2011,P521,2
2011,P540,2
2011,P588,2
2011,P589,2
2011,P592,2
2011,P708,2
2011,P742,2
2011,P810,2
2011,P835,2
2011,P919,2
2011,P942,2
2011,P961,2
2011,Q010,2
2011,Q030,2
2011,Q078,2
2011,Q205,2
2011,Q214,2
2011,Q242,2
2011,Q262,2
2011,Q270,2
2011,Q283,2
2011,Q334,2
2011,Q380,2
2011,Q386,2
2011,Q399,2
2011,Q402,2
2011,Q430,2
2011,Q432,2
2011,Q435,2
2011,Q437,2
2011,Q446,2
2011,Q549,2
2011,Q611,2
2011,Q621,2
2011,Q630,2
2011,Q641,2
2011,Q767,2
2011,Q768,2
2011,Q769,2
2011,Q770,2
2011,Q778,2
2011,Q779,2
2011,Q782,2
2011,Q893,2
2011,Q914,2
2011,Q928,2
2011,Q934,2
2011,Q935,2
2011,Q969,2
2011,Q988,2
2011,Q989,2
2011,R230,2
2011,R568,2
2011,R739,2
2011,V031,2
2011,V041,2
2011,V245,2
2011,V299,2
2011,V498,2
2011,V905,2
2011,W049,2
2011,W230,2
2011,W748,2
2011,W781,2
2011,W798,2
2011,W800,2
2011,X590,2
2011,X955,2
2011,X959,2
2011,X974,2
2011,X990,2
2011,X999,2
2011,Y004,2
2011,Y339,2
2011,A039,1
2011,A048,1
2011,A069,1
2011,A073,1
2011,A081,1
2011,A170,1
2011,A178,1
2011,A244,1
2011,A35,1
2011,A371,1
2011,A378,1
2011,A398,1
2011,A400,1
2011,A413,1
2011,A490,1
2011,A492,1
2011,A501,1
2011,A530,1
2011,A539,1
2011,A698,1
2011,A94,1
2011,A968,1
2011,B003,1
2011,B09,1
2011,B169,1
2011,B199,1
2011,B202,1
2011,B238,1
2011,B250,1
2011,B258,1
2011,B343,1
2011,B371,1
2011,B487,1
2011,B488,1
2011,B510,1
2011,B518,1
2011,B519,1
2011,B54,1
2011,B583,1
2011,B778,1
2011,B86,1
2011,B89,1
2011,C109,1
2011,C12,1
2011,C139,1
2011,C162,1
2011,C222,1
2011,C269,1
2011,C329,1
2011,C349,1
2011,C400,1
2011,C494,1
2011,C709,1
2011,C716,1
2011,C760,1
2011,C767,1
2011,C859,1
2011,D013,1
2011,D219,1
2011,D330,1
2011,D350,1
2011,D377,1
2011,D391,1
2011,D430,1
2011,D431,1
2011,D432,1
2011,D467,1
2011,D473,1
2011,D510,1
2011,D578,1
2011,D599,1
2011,D600,1
2011,D66,1
2011,D699,1
2011,D70,1
2011,D739,1
2011,D759,1
2011,D760,1
2011,D761,1
2011,D763,1
2011,D801,1
2011,D808,1
2011,D820,1
2011,D899,1
2011,E031,1
2011,E108,1
2011,E116,1
2011,E142,1
2011,E144,1
2011,E148,1
2011,E230,1
2011,E274,1
2011,E441,1
2011,E710,1
2011,E711,1
2011,E713,1
2011,E742,1
2011,E744,1
2011,E756,1
2011,E806,1
2011,E832,1
2011,E874,1
2011,E880,1
2011,E888,1
2011,F319,1
2011,F719,1
2011,F89,1
2011,G030,1
2011,G040,1
2011,G048,1
2011,G062,1
2011,G121,1
2011,G129,1
2011,G310,1
2011,G378,1
2011,G379,1
2011,G529,1
2011,G610,1
2011,G700,1
2011,G711,1
2011,G800,1
2011,G910,1
2011,G968,1
2011,G98,1
2011,H605,1
2011,H660,1
2011,I120,1
2011,I139,1
2011,I229,1
2011,I255,1
2011,I272,1
2011,I300,1
2011,I309,1
2011,I312,1
2011,I442,1
2011,I48,1
2011,I490,1
2011,I510,1
2011,I516,1
2011,I518,1
2011,I633,1
2011,I64,1
2011,I674,1
2011,I679,1
2011,I738,1
2011,I741,1
2011,I779,1
2011,I820,1
2011,I871,1
2011,I880,1
2011,J042,1
2011,J050,1
2011,J111,1
2011,J122,1
2011,J128,1
2011,J13,1
2011,J14,1
2011,J151,1
2011,J157,1
2011,J205,1
2011,J385,1
2011,J387,1
2011,J390,1
2011,J399,1
2011,J411,1
2011,J42,1
2011,J440,1
2011,J47,1
2011,J689,1
2011,J698,1
2011,J709,1
2011,J850,1
2011,J931,1
2011,J938,1
2011,J982,1
2011,J985,1
2011,J989,1
2011,K220,1
2011,K250,1
2011,K290,1
2011,K318,1
2011,K37,1
2011,K409,1
2011,K413,1
2011,K420,1
2011,K421,1
2011,K429,1
2011,K510,1
2011,K522,1
2011,K558,1
2011,K565,1
2011,K567,1
2011,K573,1
2011,K590,1
2011,K593,1
2011,K598,1
2011,K658,1
2011,K660,1
2011,K668,1
2011,K669,1
2011,K740,1
2011,K751,1
2011,K752,1
2011,K758,1
2011,K766,1
2011,K805,1
2011,K819,1
2011,K833,1
2011,K869,1
2011,K904,1
2011,L00,1
2011,L010,1
2011,L011,1
2011,L020,1
2011,L021,1
2011,L028,1
2011,L029,1
2011,L033,1
2011,L039,1
2011,L109,1
2011,L303,1
2011,L511,1
2011,L519,1
2011,L89,1
2011,M009,1
2011,M020,1
2011,M179,1
2011,M199,1
2011,M480,1
2011,M622,1
2011,M868,1
2011,M869,1
2011,N060,1
2011,N137,1
2011,N159,1
2011,N170,1
2011,N250,1
2011,N309,1
2011,N498,1
2011,N719,1
2011,P014,1
2011,P033,1
2011,P045,1
2011,P100,1
2011,P108,1
2011,P115,1
2011,P119,1
2011,P122,1
2011,P124,1
2011,P131,1
2011,P134,1
2011,P140,1
2011,P231,1
2011,P235,1
2011,P242,1
2011,P253,1
2011,P352,1
2011,P373,1
2011,P391,1
2011,P510,1
2011,P528,1
2011,P545,1
2011,P710,1
2011,P711,1
2011,P720,1
2011,P728,1
2011,P761,1
2011,P818,1
2011,P830,1
2011,P834,1
2011,P922,1
2011,P925,1
2011,P928,1
2011,P93,1
2011,P941,1
2011,P949,1
2011,P963,1
2011,P965,1
2011,Q044,1
2011,Q053,1
2011,Q158,1
2011,Q189,1
2011,Q206,1
2011,Q260,1
2011,Q263,1
2011,Q272,1
2011,Q273,1
2011,Q281,1
2011,Q282,1
2011,Q300,1
2011,Q301,1
2011,Q312,1
2011,Q319,1
2011,Q340,1
2011,Q371,1
2011,Q375,1
2011,Q394,1
2011,Q395,1
2011,Q408,1
2011,Q422,1
2011,Q434,1
2011,Q445,1
2011,Q458,1
2011,Q552,1
2011,Q559,1
2011,Q563,1
2011,Q618,1
2011,Q624,1
2011,Q688,1
2011,Q751,1
2011,Q760,1
2011,Q764,1
2011,Q766,1
2011,Q772,1
2011,Q796,1
2011,Q804,1
2011,Q850,1
2011,Q858,1
2011,Q860,1
2011,Q873,1
2011,Q911,1
2011,Q916,1
2011,Q929,1
2011,Q938,1
2011,Q939,1
2011,Q970,1
2011,Q980,1
2011,R060,1
2011,R068,1
2011,R072,1
2011,R073,1
2011,R100,1
2011,R190,1
2011,R222,1
2011,R560,1
2011,R578,1
2011,R628,1
2011,R64,1
2011,R899,1
2011,R948,1
2011,R961,1
2011,V090,1
2011,V091,1
2011,V092,1
2011,V135,1
2011,V179,1
2011,V185,1
2011,V223,1
2011,V249,1
2011,V285,1
2011,V426,1
2011,V444,1
2011,V489,1
2011,V539,1
2011,V546,1
2011,V586,1
2011,V646,1
2011,V684,1
2011,V686,1
2011,V799,1
2011,V870,1
2011,V871,1
2011,V874,1
2011,V877,1
2011,V903,1
2011,W010,1
2011,W019,1
2011,W089,1
2011,W139,1
2011,W174,1
2011,W178,1
2011,W179,1
2011,W180,1
2011,W182,1
2011,W204,1
2011,W220,1
2011,W224,1
2011,W238,1
2011,W344,1
2011,W441,1
2011,W449,1
2011,W500,1
