ano_obito: Descending,Sigla UF,CAUSABAS: Descending,Óbitos
2005,AC,P220,26
2005,AC,R99,18
2005,AC,A09,17
2005,AC,Q249,17
2005,AC,A084,15
2005,AC,J189,14
2005,AC,P036,14
2005,AC,P361,13
2005,AC,P072,9
2005,AC,P073,9
2005,AC,A419,7
2005,AC,E46,7
2005,AC,P369,7
2005,AC,P968,7
2005,AC,Q000,7
2005,AC,R98,7
2005,AC,A080,6
2005,AC,E43,6
2005,AC,J180,6
2005,AC,P285,6
2005,AC,G919,5
2005,AC,J960,5
2005,AC,J969,5
2005,AC,P026,4
2005,AC,P209,4
2005,AC,P219,4
2005,AC,A085,3
2005,AC,J984,3
2005,AC,P071,3
2005,AC,P240,3
2005,AC,P969,3
2005,AC,Q039,3
2005,AC,Q899,3
2005,AC,G939,2
2005,AC,I424,2
2005,AC,J690,2
2005,AC,K529,2
2005,AC,N179,2
2005,AC,P070,2
2005,AC,P269,2
2005,AC,P749,2
2005,AC,P965,2
2005,AC,Q248,2
2005,AC,Q875,2
2005,AC,A049,1
2005,AC,A060,1
2005,AC,A061,1
2005,AC,A083,1
2005,AC,A170,1
2005,AC,A379,1
2005,AC,A412,1
2005,AC,A500,1
2005,AC,A509,1
2005,AC,B509,1
2005,AC,B54,1
2005,AC,C383,1
2005,AC,C859,1
2005,AC,D181,1
2005,AC,D520,1
2005,AC,D649,1
2005,AC,D849,1
2005,AC,E069,1
2005,AC,E162,1
2005,AC,E42,1
2005,AC,E872,1
2005,AC,G934,1
2005,AC,I019,1
2005,AC,I132,1
2005,AC,I313,1
2005,AC,I500,1
2005,AC,J128,1
2005,AC,J129,1
2005,AC,J159,1
2005,AC,J209,1
2005,AC,J459,1
2005,AC,K566,1
2005,AC,N19,1
2005,AC,N209,1
2005,AC,N390,1
2005,AC,P005,1
2005,AC,P011,1
2005,AC,P024,1
2005,AC,P025,1
2005,AC,P027,1
2005,AC,P031,1
2005,AC,P035,1
2005,AC,P039,1
2005,AC,P059,1
2005,AC,P241,1
2005,AC,P251,1
2005,AC,P280,1
2005,AC,P283,1
2005,AC,P289,1
2005,AC,P290,1
2005,AC,P291,1
2005,AC,P393,1
2005,AC,P399,1
2005,AC,P529,1
2005,AC,P543,1
2005,AC,P551,1
2005,AC,P559,1
2005,AC,P614,1
2005,AC,P619,1
2005,AC,P729,1
2005,AC,P740,1
2005,AC,P741,1
2005,AC,P769,1
2005,AC,P77,1
2005,AC,P918,1
2005,AC,Q042,1
2005,AC,Q043,1
2005,AC,Q078,1
2005,AC,Q210,1
2005,AC,Q213,1
2005,AC,Q250,1
2005,AC,Q257,1
2005,AC,Q336,1
2005,AC,Q411,1
2005,AC,Q438,1
2005,AC,Q897,1
2005,AC,R092,1
2007,AC,P361,30
2007,AC,J189,18
2007,AC,P220,18
2007,AC,Q249,18
2007,AC,P073,17
2007,AC,P072,15
2007,AC,R98,14
2007,AC,P209,8
2007,AC,R99,8
2007,AC,E43,7
2007,AC,P240,7
2007,AC,P280,7
2007,AC,Q000,7
2007,AC,Q049,7
2007,AC,Q899,7
2007,AC,A419,6
2007,AC,P369,6
2007,AC,G919,5
2007,AC,P285,5
2007,AC,R092,5
2007,AC,A060,4
2007,AC,A084,4
2007,AC,A09,4
2007,AC,J100,4
2007,AC,P036,4
2007,AC,P918,4
2007,AC,E41,3
2007,AC,E878,3
2007,AC,P021,3
2007,AC,P219,3
2007,AC,P559,3
2007,AC,Q213,3
2007,AC,D649,2
2007,AC,E46,2
2007,AC,E86,2
2007,AC,I519,2
2007,AC,J110,2
2007,AC,P022,2
2007,AC,P026,2
2007,AC,P200,2
2007,AC,Q780,2
2007,AC,Q793,2
2007,AC,Q894,2
2007,AC,A049,1
2007,AC,A061,1
2007,AC,A066,1
2007,AC,A083,1
2007,AC,A879,1
2007,AC,B018,1
2007,AC,B589,1
2007,AC,B80,1
2007,AC,C785,1
2007,AC,D689,1
2007,AC,E701,1
2007,AC,E872,1
2007,AC,G009,1
2007,AC,G049,1
2007,AC,G589,1
2007,AC,I219,1
2007,AC,I270,1
2007,AC,I509,1
2007,AC,I619,1
2007,AC,J129,1
2007,AC,J340,1
2007,AC,J399,1
2007,AC,J448,1
2007,AC,J449,1
2007,AC,J690,1
2007,AC,J81,1
2007,AC,K219,1
2007,AC,K403,1
2007,AC,K522,1
2007,AC,K529,1
2007,AC,K564,1
2007,AC,K599,1
2007,AC,K729,1
2007,AC,P000,1
2007,AC,P004,1
2007,AC,P018,1
2007,AC,P029,1
2007,AC,P050,1
2007,AC,P059,1
2007,AC,P070,1
2007,AC,P071,1
2007,AC,P229,1
2007,AC,P239,1
2007,AC,P249,1
2007,AC,P289,1
2007,AC,P299,1
2007,AC,P351,1
2007,AC,P371,1
2007,AC,P379,1
2007,AC,P399,1
2007,AC,P519,1
2007,AC,P524,1
2007,AC,P543,1
2007,AC,P590,1
2007,AC,P599,1
2007,AC,P769,1
2007,AC,P781,1
2007,AC,P912,1
2007,AC,P969,1
2007,AC,Q019,1
2007,AC,Q039,1
2007,AC,Q043,1
2007,AC,Q054,1
2007,AC,Q203,1
2007,AC,Q218,1
2007,AC,Q220,1
2007,AC,Q225,1
2007,AC,Q336,1
2007,AC,Q390,1
2007,AC,Q447,1
2007,AC,Q790,1
2007,AC,Q875,1
2007,AC,Q909,1
2007,AC,R090,1
2007,AC,W119,1
2007,AC,W739,1
2007,AC,W800,1
2007,AC,W849,1
2007,AC,Y009,1
2004,AC,R98,34
2004,AC,P220,24
2004,AC,R99,24
2004,AC,P285,19
2004,AC,P036,18
2004,AC,Q249,14
2004,AC,J189,12
2004,AC,A09,9
2004,AC,P361,9
2004,AC,J180,8
2004,AC,R092,7
2004,AC,A084,6
2004,AC,A419,6
2004,AC,P072,6
2004,AC,P240,6
2004,AC,P209,5
2004,AC,P219,5
2004,AC,Q000,5
2004,AC,Q793,5
2004,AC,E43,4
2004,AC,P026,4
2004,AC,P249,4
2004,AC,A060,3
2004,AC,P073,3
2004,AC,P369,3
2004,AC,P960,3
2004,AC,P969,3
2004,AC,Q897,3
2004,AC,A069,2
2004,AC,D649,2
2004,AC,E46,2
2004,AC,G919,2
2004,AC,P021,2
2004,AC,P031,2
2004,AC,P200,2
2004,AC,P229,2
2004,AC,Q049,2
2004,AC,A049,1
2004,AC,A33,1
2004,AC,B500,1
2004,AC,D62,1
2004,AC,D696,1
2004,AC,D849,1
2004,AC,E162,1
2004,AC,E41,1
2004,AC,G030,1
2004,AC,G629,1
2004,AC,I132,1
2004,AC,I420,1
2004,AC,I500,1
2004,AC,J152,1
2004,AC,J188,1
2004,AC,J690,1
2004,AC,J81,1
2004,AC,J960,1
2004,AC,J969,1
2004,AC,J980,1
2004,AC,J984,1
2004,AC,K297,1
2004,AC,K529,1
2004,AC,K928,1
2004,AC,L038,1
2004,AC,M600,1
2004,AC,N179,1
2004,AC,N19,1
2004,AC,N390,1
2004,AC,P000,1
2004,AC,P004,1
2004,AC,P011,1
2004,AC,P022,1
2004,AC,P025,1
2004,AC,P110,1
2004,AC,P210,1
2004,AC,P239,1
2004,AC,P251,1
2004,AC,P269,1
2004,AC,P280,1
2004,AC,P289,1
2004,AC,P290,1
2004,AC,P365,1
2004,AC,P53,1
2004,AC,P559,1
2004,AC,P579,1
2004,AC,P700,1
2004,AC,P77,1
2004,AC,P780,1
2004,AC,P919,1
2004,AC,P921,1
2004,AC,Q019,1
2004,AC,Q02,1
2004,AC,Q039,1
2004,AC,Q059,1
2004,AC,Q079,1
2004,AC,Q248,1
2004,AC,Q250,1
2004,AC,Q257,1
2004,AC,Q359,1
2004,AC,Q379,1
2004,AC,Q391,1
2004,AC,Q433,1
2004,AC,Q439,1
2004,AC,Q649,1
2004,AC,Q743,1
2004,AC,Q898,1
2004,AC,Q899,1
2004,AC,R688,1
2004,AC,X099,1
2004,AC,X400,1
2006,AC,P220,22
2006,AC,P361,22
2006,AC,R98,18
2006,AC,J189,15
2006,AC,P219,13
2006,AC,A084,11
2006,AC,Q249,11
2006,AC,A09,10
2006,AC,P073,10
2006,AC,A419,9
2006,AC,P072,9
2006,AC,A080,8
2006,AC,P369,8
2006,AC,Q899,7
2006,AC,E86,6
2006,AC,P285,6
2006,AC,Q049,6
2006,AC,R99,6
2006,AC,P036,5
2006,AC,G919,4
2006,AC,P209,4
2006,AC,R092,4
2006,AC,W750,4
2006,AC,K219,3
2006,AC,P239,3
2006,AC,P280,3
2006,AC,P292,3
2006,AC,Q000,3
2006,AC,A060,2
2006,AC,B518,2
2006,AC,E46,2
2006,AC,I519,2
2006,AC,J180,2
2006,AC,J219,2
2006,AC,J984,2
2006,AC,P021,2
2006,AC,P071,2
2006,AC,P240,2
2006,AC,P290,2
2006,AC,P374,2
2006,AC,P612,2
2006,AC,P741,2
2006,AC,P77,2
2006,AC,Q257,2
2006,AC,Q897,2
2006,AC,B169,1
2006,AC,B190,1
2006,AC,B259,1
2006,AC,B59,1
2006,AC,C911,1
2006,AC,C920,1
2006,AC,E441,1
2006,AC,E876,1
2006,AC,G039,1
2006,AC,G049,1
2006,AC,G409,1
2006,AC,G588,1
2006,AC,G934,1
2006,AC,I499,1
2006,AC,I509,1
2006,AC,I517,1
2006,AC,J159,1
2006,AC,J188,1
2006,AC,J22,1
2006,AC,J450,1
2006,AC,J459,1
2006,AC,J46,1
2006,AC,J690,1
2006,AC,J939,1
2006,AC,J960,1
2006,AC,J969,1
2006,AC,K529,1
2006,AC,K566,1
2006,AC,K729,1
2006,AC,N059,1
2006,AC,N179,1
2006,AC,N19,1
2006,AC,P000,1
2006,AC,P005,1
2006,AC,P011,1
2006,AC,P020,1
2006,AC,P022,1
2006,AC,P026,1
2006,AC,P031,1
2006,AC,P200,1
2006,AC,P249,1
2006,AC,P268,1
2006,AC,P373,1
2006,AC,P392,1
2006,AC,P399,1
2006,AC,P501,1
2006,AC,P519,1
2006,AC,P559,1
2006,AC,P579,1
2006,AC,P590,1
2006,AC,P60,1
2006,AC,P769,1
2006,AC,P789,1
2006,AC,P809,1
2006,AC,P833,1
2006,AC,P960,1
2006,AC,Q019,1
2006,AC,Q02,1
2006,AC,Q039,1
2006,AC,Q240,1
2006,AC,Q390,1
2006,AC,Q445,1
2006,AC,Q549,1
2006,AC,Q875,1
2006,AC,Q909,1
2006,AC,V099,1
2006,AC,W060,1
2006,AC,W130,1
2006,AC,W690,1
2006,AC,W849,1
2006,AC,X599,1
2006,AC,Y838,1
2006,AC,Y839,1
2008,AC,P361,28
2008,AC,P220,23
2008,AC,P073,18
2008,AC,J189,15
2008,AC,Q249,14
2008,AC,P072,12
2008,AC,R99,12
2008,AC,R98,10
2008,AC,R092,8
2008,AC,G919,7
2008,AC,A419,6
2008,AC,E46,6
2008,AC,J180,6
2008,AC,Q049,6
2008,AC,E43,5
2008,AC,E86,5
2008,AC,P219,5
2008,AC,P369,5
2008,AC,Q000,5
2008,AC,A09,4
2008,AC,P209,4
2008,AC,P240,4
2008,AC,P969,4
2008,AC,A060,3
2008,AC,A083,3
2008,AC,E878,3
2008,AC,G009,3
2008,AC,G049,3
2008,AC,D62,2
2008,AC,I500,2
2008,AC,P026,2
2008,AC,P229,2
2008,AC,P239,2
2008,AC,P251,2
2008,AC,P399,2
2008,AC,P550,2
2008,AC,P741,2
2008,AC,Q897,2
2008,AC,Q917,2
2008,AC,A044,1
2008,AC,A047,1
2008,AC,A061,1
2008,AC,A084,1
2008,AC,B24,1
2008,AC,C787,1
2008,AC,D181,1
2008,AC,D649,1
2008,AC,D689,1
2008,AC,D728,1
2008,AC,E874,1
2008,AC,G039,1
2008,AC,G931,1
2008,AC,I251,1
2008,AC,I313,1
2008,AC,I429,1
2008,AC,I514,1
2008,AC,I698,1
2008,AC,J159,1
2008,AC,J188,1
2008,AC,J219,1
2008,AC,J398,1
2008,AC,J449,1
2008,AC,J459,1
2008,AC,J690,1
2008,AC,J960,1
2008,AC,K449,1
2008,AC,K566,1
2008,AC,K659,1
2008,AC,P021,1
2008,AC,P028,1
2008,AC,P050,1
2008,AC,P071,1
2008,AC,P268,1
2008,AC,P285,1
2008,AC,P292,1
2008,AC,P379,1
2008,AC,P38,1
2008,AC,P551,1
2008,AC,P582,1
2008,AC,P599,1
2008,AC,P612,1
2008,AC,P740,1
2008,AC,P77,1
2008,AC,P781,1
2008,AC,P809,1
2008,AC,P918,1
2008,AC,Q02,1
2008,AC,Q039,1
2008,AC,Q040,1
2008,AC,Q042,1
2008,AC,Q043,1
2008,AC,Q059,1
2008,AC,Q079,1
2008,AC,Q203,1
2008,AC,Q213,1
2008,AC,Q240,1
2008,AC,Q244,1
2008,AC,Q369,1
2008,AC,Q410,1
2008,AC,Q423,1
2008,AC,Q459,1
2008,AC,Q793,1
2008,AC,Q819,1
2008,AC,Q899,1
2008,AC,R090,1
2008,AC,R160,1
2008,AC,R268,1
2008,AC,R509,1
2008,AC,V908,1
2008,AC,W809,1
2008,AC,W870,1
2008,AC,X090,1
2009,AC,P361,25
2009,AC,J189,21
2009,AC,P073,16
2009,AC,P220,16
2009,AC,R98,11
2009,AC,R99,10
2009,AC,Q249,9
2009,AC,R092,8
2009,AC,P072,7
2009,AC,P219,7
2009,AC,A09,6
2009,AC,Q049,6
2009,AC,E86,5
2009,AC,P209,5
2009,AC,P280,5
2009,AC,P969,5
2009,AC,J180,4
2009,AC,P200,4
2009,AC,P240,4
2009,AC,Q000,4
2009,AC,Q793,4
2009,AC,A084,3
2009,AC,A419,3
2009,AC,E43,3
2009,AC,G919,3
2009,AC,K591,3
2009,AC,P021,3
2009,AC,P251,3
2009,AC,P369,3
2009,AC,P741,3
2009,AC,A060,2
2009,AC,A083,2
2009,AC,E878,2
2009,AC,G039,2
2009,AC,I270,2
2009,AC,I424,2
2009,AC,J110,2
2009,AC,J159,2
2009,AC,J219,2
2009,AC,K219,2
2009,AC,K729,2
2009,AC,P070,2
2009,AC,P243,2
2009,AC,P268,2
2009,AC,P292,2
2009,AC,P740,2
2009,AC,P832,2
2009,AC,Q059,2
2009,AC,Q213,2
2009,AC,Q338,2
2009,AC,Q875,2
2009,AC,A412,1
2009,AC,B203,1
2009,AC,B54,1
2009,AC,D181,1
2009,AC,D62,1
2009,AC,D849,1
2009,AC,E46,1
2009,AC,E786,1
2009,AC,G319,1
2009,AC,G409,1
2009,AC,G809,1
2009,AC,G931,1
2009,AC,G939,1
2009,AC,I10,1
2009,AC,I132,1
2009,AC,I490,1
2009,AC,I500,1
2009,AC,I519,1
2009,AC,I619,1
2009,AC,I674,1
2009,AC,J111,1
2009,AC,J158,1
2009,AC,J690,1
2009,AC,J969,1
2009,AC,J980,1
2009,AC,K529,1
2009,AC,K566,1
2009,AC,K831,1
2009,AC,N179,1
2009,AC,P025,1
2009,AC,P031,1
2009,AC,P039,1
2009,AC,P052,1
2009,AC,P071,1
2009,AC,P134,1
2009,AC,P159,1
2009,AC,P229,1
2009,AC,P249,1
2009,AC,P285,1
2009,AC,P290,1
2009,AC,P398,1
2009,AC,P529,1
2009,AC,P599,1
2009,AC,P60,1
2009,AC,P614,1
2009,AC,P77,1
2009,AC,P780,1
2009,AC,P783,1
2009,AC,P809,1
2009,AC,P90,1
2009,AC,P918,1
2009,AC,P960,1
2009,AC,Q019,1
2009,AC,Q02,1
2009,AC,Q043,1
2009,AC,Q211,1
2009,AC,Q336,1
2009,AC,Q390,1
2009,AC,Q400,1
2009,AC,Q600,1
2009,AC,Q758,1
2009,AC,Q791,1
2009,AC,Q792,1
2009,AC,Q899,1
2009,AC,R95,1
2009,AC,V945,1
2009,AC,W040,1
2009,AC,W840,1
2009,AC,Y009,1
2009,AC,Y079,1
2009,AC,Y090,1
2014,AC,P220,22
2014,AC,P369,22
2014,AC,J189,18
2014,AC,Q249,14
2014,AC,A09,11
2014,AC,E872,9
2014,AC,A419,7
2014,AC,P021,7
2014,AC,P219,7
2014,AC,E46,6
2014,AC,G919,5
2014,AC,P209,5
2014,AC,P285,5
2014,AC,Q899,5
2014,AC,E43,4
2014,AC,P073,4
2014,AC,P239,4
2014,AC,P60,4
2014,AC,Q000,4
2014,AC,E86,3
2014,AC,J159,3
2014,AC,J980,3
2014,AC,P011,3
2014,AC,P072,3
2014,AC,P241,3
2014,AC,P280,3
2014,AC,P77,3
2014,AC,P918,3
2014,AC,P969,3
2014,AC,A060,2
2014,AC,A379,2
2014,AC,J180,2
2014,AC,J219,2
2014,AC,J690,2
2014,AC,K729,2
2014,AC,P000,2
2014,AC,P071,2
2014,AC,P240,2
2014,AC,P368,2
2014,AC,Q043,2
2014,AC,Q049,2
2014,AC,Q203,2
2014,AC,Q336,2
2014,AC,R99,2
2014,AC,W749,2
2014,AC,A084,1
2014,AC,A418,1
2014,AC,A483,1
2014,AC,A502,1
2014,AC,A509,1
2014,AC,C329,1
2014,AC,D591,1
2014,AC,E40,1
2014,AC,E440,1
2014,AC,E878,1
2014,AC,E889,1
2014,AC,G001,1
2014,AC,G609,1
2014,AC,G712,1
2014,AC,G918,1
2014,AC,I400,1
2014,AC,I424,1
2014,AC,J129,1
2014,AC,J150,1
2014,AC,J448,1
2014,AC,J80,1
2014,AC,K631,1
2014,AC,L039,1
2014,AC,L080,1
2014,AC,N19,1
2014,AC,N390,1
2014,AC,P010,1
2014,AC,P027,1
2014,AC,P082,1
2014,AC,P200,1
2014,AC,P210,1
2014,AC,P229,1
2014,AC,P269,1
2014,AC,P291,1
2014,AC,P292,1
2014,AC,P361,1
2014,AC,P38,1
2014,AC,P549,1
2014,AC,P610,1
2014,AC,P614,1
2014,AC,P741,1
2014,AC,P832,1
2014,AC,P960,1
2014,AC,Q208,1
2014,AC,Q210,1
2014,AC,Q248,1
2014,AC,Q268,1
2014,AC,Q369,1
2014,AC,Q391,1
2014,AC,Q411,1
2014,AC,Q412,1
2014,AC,Q648,1
2014,AC,Q753,1
2014,AC,Q790,1
2014,AC,Q793,1
2014,AC,Q917,1
2014,AC,Q999,1
2014,AC,R092,1
2014,AC,R95,1
2014,AC,W068,1
2014,AC,W069,1
2014,AC,W759,1
2014,AC,Y009,1
2014,AC,Y049,1
2014,AC,Y349,1
2014,AC,Y839,1
2010,AC,P361,23
2010,AC,P220,20
2010,AC,R98,18
2010,AC,Q249,11
2010,AC,R99,11
2010,AC,J189,10
2010,AC,P073,10
2010,AC,A419,9
2010,AC,P219,7
2010,AC,P77,7
2010,AC,P070,6
2010,AC,P072,6
2010,AC,A09,5
2010,AC,P239,5
2010,AC,P240,5
2010,AC,P369,5
2010,AC,R092,5
2010,AC,E878,4
2010,AC,P249,4
2010,AC,Q049,4
2010,AC,E872,3
2010,AC,P236,3
2010,AC,Q000,3
2010,AC,A084,2
2010,AC,I270,2
2010,AC,J969,2
2010,AC,J980,2
2010,AC,K529,2
2010,AC,P209,2
2010,AC,P285,2
2010,AC,P599,2
2010,AC,P614,2
2010,AC,P740,2
2010,AC,P749,2
2010,AC,P969,2
2010,AC,Q059,2
2010,AC,Q459,2
2010,AC,Q899,2
2010,AC,A022,1
2010,AC,A083,1
2010,AC,A379,1
2010,AC,A86,1
2010,AC,C383,1
2010,AC,D649,1
2010,AC,D65,1
2010,AC,E441,1
2010,AC,E46,1
2010,AC,G049,1
2010,AC,G318,1
2010,AC,G628,1
2010,AC,G911,1
2010,AC,I071,1
2010,AC,I132,1
2010,AC,I424,1
2010,AC,I509,1
2010,AC,I519,1
2010,AC,J154,1
2010,AC,J180,1
2010,AC,J690,1
2010,AC,K766,1
2010,AC,K768,1
2010,AC,N912,1
2010,AC,P010,1
2010,AC,P011,1
2010,AC,P022,1
2010,AC,P025,1
2010,AC,P036,1
2010,AC,P059,1
2010,AC,P201,1
2010,AC,P210,1
2010,AC,P241,1
2010,AC,P248,1
2010,AC,P250,1
2010,AC,P251,1
2010,AC,P269,1
2010,AC,P271,1
2010,AC,P280,1
2010,AC,P291,1
2010,AC,P292,1
2010,AC,P38,1
2010,AC,P519,1
2010,AC,P559,1
2010,AC,P570,1
2010,AC,P579,1
2010,AC,P582,1
2010,AC,P590,1
2010,AC,P592,1
2010,AC,P60,1
2010,AC,P769,1
2010,AC,P810,1
2010,AC,P832,1
2010,AC,P918,1
2010,AC,P960,1
2010,AC,Q031,1
2010,AC,Q079,1
2010,AC,Q208,1
2010,AC,Q209,1
2010,AC,Q212,1
2010,AC,Q213,1
2010,AC,Q224,1
2010,AC,Q248,1
2010,AC,Q254,1
2010,AC,Q256,1
2010,AC,Q390,1
2010,AC,Q439,1
2010,AC,Q897,1
2010,AC,Q909,1
2010,AC,R11,1
2010,AC,R688,1
2010,AC,V899,1
2010,AC,V913,1
2013,AC,P369,33
2013,AC,P220,28
2013,AC,R99,13
2013,AC,P219,12
2013,AC,J189,11
2013,AC,Q249,11
2013,AC,E43,6
2013,AC,E872,6
2013,AC,P070,6
2013,AC,P280,6
2013,AC,A09,5
2013,AC,G919,5
2013,AC,Q000,5
2013,AC,P021,4
2013,AC,P60,4
2013,AC,Q899,4
2013,AC,E46,3
2013,AC,J180,3
2013,AC,J219,3
2013,AC,P011,3
2013,AC,P071,3
2013,AC,P240,3
2013,AC,P291,3
2013,AC,P299,3
2013,AC,P361,3
2013,AC,P610,3
2013,AC,P969,3
2013,AC,Q793,3
2013,AC,A419,2
2013,AC,P025,2
2013,AC,P072,2
2013,AC,P239,2
2013,AC,P241,2
2013,AC,P612,2
2013,AC,Q031,2
2013,AC,Q049,2
2013,AC,Q790,2
2013,AC,R95,2
2013,AC,A483,1
2013,AC,A502,1
2013,AC,D649,1
2013,AC,E250,1
2013,AC,E348,1
2013,AC,E440,1
2013,AC,E441,1
2013,AC,E807,1
2013,AC,E86,1
2013,AC,E889,1
2013,AC,I420,1
2013,AC,I429,1
2013,AC,J110,1
2013,AC,J159,1
2013,AC,J459,1
2013,AC,J80,1
2013,AC,J961,1
2013,AC,J969,1
2013,AC,J980,1
2013,AC,K219,1
2013,AC,K409,1
2013,AC,K529,1
2013,AC,K591,1
2013,AC,K729,1
2013,AC,K922,1
2013,AC,P000,1
2013,AC,P001,1
2013,AC,P004,1
2013,AC,P009,1
2013,AC,P073,1
2013,AC,P159,1
2013,AC,P200,1
2013,AC,P201,1
2013,AC,P209,1
2013,AC,P243,1
2013,AC,P248,1
2013,AC,P249,1
2013,AC,P269,1
2013,AC,P285,1
2013,AC,P379,1
2013,AC,P38,1
2013,AC,P399,1
2013,AC,P548,1
2013,AC,P582,1
2013,AC,P590,1
2013,AC,P769,1
2013,AC,P77,1
2013,AC,P925,1
2013,AC,Q012,1
2013,AC,Q02,1
2013,AC,Q043,1
2013,AC,Q052,1
2013,AC,Q061,1
2013,AC,Q203,1
2013,AC,Q250,1
2013,AC,Q336,1
2013,AC,Q338,1
2013,AC,Q390,1
2013,AC,Q441,1
2013,AC,Q872,1
2013,AC,Q893,1
2013,AC,R98,1
2013,AC,V949,1
2013,AC,Y000,1
2013,AC,Y219,1
2012,AC,P220,20
2012,AC,R99,16
2012,AC,Q249,15
2012,AC,A09,13
2012,AC,P369,12
2012,AC,J189,9
2012,AC,P361,9
2012,AC,P239,8
2012,AC,P285,8
2012,AC,P280,7
2012,AC,R98,6
2012,AC,P073,5
2012,AC,Q000,5
2012,AC,E43,4
2012,AC,I429,4
2012,AC,P236,4
2012,AC,P240,4
2012,AC,P241,4
2012,AC,A419,3
2012,AC,E46,3
2012,AC,E86,3
2012,AC,J180,3
2012,AC,R092,3
2012,AC,D649,2
2012,AC,J181,2
2012,AC,J690,2
2012,AC,J980,2
2012,AC,P021,2
2012,AC,P070,2
2012,AC,P072,2
2012,AC,P200,2
2012,AC,P229,2
2012,AC,P579,2
2012,AC,P740,2
2012,AC,P832,2
2012,AC,P960,2
2012,AC,Q336,2
2012,AC,Q649,2
2012,AC,Q793,2
2012,AC,Q899,2
2012,AC,Q909,2
2012,AC,A049,1
2012,AC,A060,1
2012,AC,A080,1
2012,AC,A084,1
2012,AC,A379,1
2012,AC,A491,1
2012,AC,A86,1
2012,AC,C349,1
2012,AC,D694,1
2012,AC,G009,1
2012,AC,G918,1
2012,AC,G919,1
2012,AC,I514,1
2012,AC,I615,1
2012,AC,J042,1
2012,AC,J219,1
2012,AC,J81,1
2012,AC,J90,1
2012,AC,K299,1
2012,AC,K403,1
2012,AC,K529,1
2012,AC,K922,1
2012,AC,L032,1
2012,AC,N179,1
2012,AC,N390,1
2012,AC,P011,1
2012,AC,P020,1
2012,AC,P023,1
2012,AC,P033,1
2012,AC,P071,1
2012,AC,P210,1
2012,AC,P219,1
2012,AC,P248,1
2012,AC,P249,1
2012,AC,P251,1
2012,AC,P268,1
2012,AC,P269,1
2012,AC,P271,1
2012,AC,P282,1
2012,AC,P289,1
2012,AC,P290,1
2012,AC,P291,1
2012,AC,P299,1
2012,AC,P519,1
2012,AC,P53,1
2012,AC,P60,1
2012,AC,P614,1
2012,AC,P741,1
2012,AC,P783,1
2012,AC,P918,1
2012,AC,P969,1
2012,AC,Q204,1
2012,AC,Q221,1
2012,AC,Q222,1
2012,AC,Q248,1
2012,AC,Q254,1
2012,AC,Q257,1
2012,AC,Q338,1
2012,AC,Q410,1
2012,AC,Q433,1
2012,AC,Q442,1
2012,AC,Q639,1
2012,AC,Q875,1
2012,AC,R17,1
2012,AC,R571,1
2012,AC,V021,1
2012,AC,W190,1
2012,AC,W749,1
2012,AC,W849,1
2012,AC,Y838,1
2011,AC,P220,21
2011,AC,R99,14
2011,AC,P073,12
2011,AC,J189,11
2011,AC,A09,9
2011,AC,P361,8
2011,AC,Q249,8
2011,AC,P369,7
2011,AC,P072,6
2011,AC,P240,6
2011,AC,P239,5
2011,AC,Q899,5
2011,AC,R98,5
2011,AC,A419,4
2011,AC,E46,4
2011,AC,P021,4
2011,AC,P209,4
2011,AC,P291,4
2011,AC,J180,3
2011,AC,P249,3
2011,AC,P741,3
2011,AC,Q000,3
2011,AC,W190,3
2011,AC,D649,2
2011,AC,E43,2
2011,AC,J110,2
2011,AC,J960,2
2011,AC,J984,2
2011,AC,K591,2
2011,AC,K768,2
2011,AC,P292,2
2011,AC,P610,2
2011,AC,P740,2
2011,AC,P77,2
2011,AC,Q790,2
2011,AC,Q793,2
2011,AC,Q870,2
2011,AC,W040,2
2011,AC,A047,1
2011,AC,A060,1
2011,AC,A35,1
2011,AC,A492,1
2011,AC,A509,1
2011,AC,B019,1
2011,AC,C329,1
2011,AC,C959,1
2011,AC,D600,1
2011,AC,E878,1
2011,AC,G009,1
2011,AC,G039,1
2011,AC,G919,1
2011,AC,G938,1
2011,AC,I500,1
2011,AC,I509,1
2011,AC,J219,1
2011,AC,J690,1
2011,AC,J969,1
2011,AC,J980,1
2011,AC,K220,1
2011,AC,K529,1
2011,AC,K561,1
2011,AC,K566,1
2011,AC,K729,1
2011,AC,K769,1
2011,AC,N179,1
2011,AC,P000,1
2011,AC,P005,1
2011,AC,P011,1
2011,AC,P026,1
2011,AC,P030,1
2011,AC,P038,1
2011,AC,P059,1
2011,AC,P071,1
2011,AC,P210,1
2011,AC,P229,1
2011,AC,P235,1
2011,AC,P236,1
2011,AC,P269,1
2011,AC,P280,1
2011,AC,P284,1
2011,AC,P285,1
2011,AC,P290,1
2011,AC,P371,1
2011,AC,P392,1
2011,AC,P393,1
2011,AC,P399,1
2011,AC,P582,1
2011,AC,P599,1
2011,AC,P60,1
2011,AC,P614,1
2011,AC,P749,1
2011,AC,P832,1
2011,AC,P922,1
2011,AC,P960,1
2011,AC,P969,1
2011,AC,Q049,1
2011,AC,Q210,1
2011,AC,Q212,1
2011,AC,Q213,1
2011,AC,Q218,1
2011,AC,Q224,1
2011,AC,Q248,1
2011,AC,Q390,1
2011,AC,Q439,1
2011,AC,Q753,1
2011,AC,Q875,1
2011,AC,Q898,1
2011,AC,Q909,1
2011,AC,R092,1
